"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.11113,0.002311,0,0.0013703,1,0.202,0.5,0.202,0.1
-0.11157,0.0023452,0,0.0013411,1,0.203,0.5,0.203,0.1
-0.11201,0.0023795,0,0.0013119,1,0.204,0.5,0.204,0.1
-0.11245,0.0024137,0,0.0012827,1,0.205,0.5,0.205,0.1
-0.11289,0.0024479,0,0.0012535,1,0.206,0.5,0.206,0.1
-0.11333,0.0024822,0,0.0012243,1,0.207,0.5,0.207,0.1
-0.11377,0.0025164,0,0.0011952,1,0.208,0.5,0.208,0.1
-0.11421,0.0025507,0,0.001166,1,0.209,0.5,0.209,0.1
-0.11465,0.0025849,0,0.0011368,1,0.21,0.5,0.21,0.1
-0.11509,0.0026192,0,0.0011076,1,0.211,0.5,0.211,0.1
-0.11553,0.0026534,0,0.0010784,1,0.212,0.5,0.212,0.1
-0.11597,0.0026877,0,0.0010492,1,0.213,0.5,0.213,0.1
-0.11641,0.0027219,0,0.0010201,1,0.214,0.5,0.214,0.1
-0.11685,0.0027562,0,0.00099088,1,0.215,0.5,0.215,0.1
-0.11729,0.0027904,0,0.00096169,1,0.216,0.5,0.216,0.1
-0.11773,0.0028247,0,0.00093251,1,0.217,0.5,0.217,0.1
-0.11817,0.0028589,0,0.00090333,1,0.218,0.5,0.218,0.1
-0.11861,0.0028932,0,0.00087414,1,0.219,0.5,0.219,0.1
-0.11905,0.0029274,0,0.00084496,1,0.22,0.5,0.22,0.1
-0.11949,0.0029617,0,0.00081578,1,0.221,0.5,0.221,0.1
-0.11993,0.0029959,0,0.00078659,1,0.222,0.5,0.222,0.1
-0.12037,0.0030302,0,0.00075741,1,0.223,0.5,0.223,0.1
-0.1208,0.0030644,0,0.00072823,1,0.224,0.5,0.224,0.1
-0.12124,0.0030987,0,0.00069904,1,0.225,0.5,0.225,0.1
-0.12167,0.0031458,0,0.00066099,1,0.226,0.5,0.226,0.1
-0.1221,0.0031929,0,0.00062295,1,0.227,0.5,0.227,0.1
-0.12253,0.00324,0,0.0005849,1,0.228,0.5,0.228,0.1
-0.12296,0.0032871,0,0.00054685,1,0.229,0.5,0.229,0.1
-0.12339,0.0033343,0,0.00050881,1,0.23,0.5,0.23,0.1
-0.12382,0.0033814,0,0.00047076,1,0.231,0.5,0.231,0.1
-0.12424,0.0034285,0,0.00043271,1,0.232,0.5,0.232,0.1
-0.12467,0.0034756,0,0.00039466,1,0.233,0.5,0.233,0.1
-0.1251,0.0035227,0,0.00035662,1,0.234,0.5,0.234,0.1
-0.12553,0.0035698,0,0.00031857,1,0.235,0.5,0.235,0.1
-0.12596,0.0036169,0,0.00028052,1,0.236,0.5,0.236,0.1
-0.12639,0.003664,0,0.00024247,1,0.237,0.5,0.237,0.1
-0.12682,0.0037112,0,0.00020443,1,0.238,0.5,0.238,0.1
-0.12724,0.0037583,0,0.00016638,1,0.239,0.5,0.239,0.1
-0.12767,0.0038054,0,0.00012833,1,0.24,0.5,0.24,0.1
-0.1281,0.0038525,0,9.0286e-05,1,0.241,0.5,0.241,0.1
-0.12853,0.0038996,0,5.2239e-05,1,0.242,0.5,0.242,0.1
-0.12896,0.0039467,0,1.4191e-05,1,0.243,0.5,0.243,0.1
-0.12939,0.0039938,0,-2.3856e-05,1,0.244,0.5,0.244,0.1
-0.12982,0.0040409,0,-6.1903e-05,1,0.245,0.5,0.245,0.1
-0.13024,0.0040881,0,-9.9951e-05,1,0.246,0.5,0.246,0.1
-0.13067,0.0041352,0,-0.000138,1,0.247,0.5,0.247,0.1
-0.1311,0.0041823,0,-0.00017604,1,0.248,0.5,0.248,0.1
-0.13153,0.0042294,0,-0.00021409,1,0.249,0.5,0.249,0.1
-0.13196,0.0042765,0,-0.00025214,1,0.25,0.5,0.25,0.1
-0.13237,0.0043397,0,-0.00030062,1,0.251,0.5,0.251,0.1
-0.13279,0.0044029,0,-0.00034911,1,0.252,0.5,0.252,0.1
-0.13321,0.0044661,0,-0.00039759,1,0.253,0.5,0.253,0.1
-0.13362,0.0045293,0,-0.00044607,1,0.254,0.5,0.254,0.1
-0.13404,0.0045925,0,-0.00049456,1,0.255,0.5,0.255,0.1
-0.13445,0.0046557,0,-0.00054304,1,0.256,0.5,0.256,0.1
-0.13487,0.004719,0,-0.00059152,1,0.257,0.5,0.257,0.1
-0.13529,0.0047822,0,-0.00064001,1,0.258,0.5,0.258,0.1
-0.1357,0.0048454,0,-0.00068849,1,0.259,0.5,0.259,0.1
-0.13612,0.0049086,0,-0.00073697,1,0.26,0.5,0.26,0.1
-0.13653,0.0049718,0,-0.00078546,1,0.261,0.5,0.261,0.1
-0.13695,0.005035,0,-0.00083394,1,0.262,0.5,0.262,0.1
-0.13736,0.0050982,0,-0.00088242,1,0.263,0.5,0.263,0.1
-0.13778,0.0051614,0,-0.00093091,1,0.264,0.5,0.264,0.1
-0.1382,0.0052246,0,-0.00097939,1,0.265,0.5,0.265,0.1
-0.13861,0.0052878,0,-0.0010279,1,0.266,0.5,0.266,0.1
-0.13903,0.005351,0,-0.0010764,1,0.267,0.5,0.267,0.1
-0.13944,0.0054142,0,-0.0011248,1,0.268,0.5,0.268,0.1
-0.13986,0.0054774,0,-0.0011733,1,0.269,0.5,0.269,0.1
-0.14027,0.0055407,0,-0.0012218,1,0.27,0.5,0.27,0.1
-0.14069,0.0056039,0,-0.0012703,1,0.271,0.5,0.271,0.1
-0.14111,0.0056671,0,-0.0013188,1,0.272,0.5,0.272,0.1
-0.14152,0.0057303,0,-0.0013673,1,0.273,0.5,0.273,0.1
-0.14194,0.0057935,0,-0.0014157,1,0.274,0.5,0.274,0.1
-0.14235,0.0058567,0,-0.0014642,1,0.275,0.5,0.275,0.1
-0.14275,0.0059392,0,-0.0015248,1,0.276,0.5,0.276,0.1
-0.14315,0.0060217,0,-0.0015853,1,0.277,0.5,0.277,0.1
-0.14355,0.0061043,0,-0.0016459,1,0.278,0.5,0.278,0.1
-0.14395,0.0061868,0,-0.0017065,1,0.279,0.5,0.279,0.1
-0.14435,0.0062693,0,-0.001767,1,0.28,0.5,0.28,0.1
-0.14475,0.0063518,0,-0.0018276,1,0.281,0.5,0.281,0.1
-0.14515,0.0064343,0,-0.0018881,1,0.282,0.5,0.282,0.1
-0.14554,0.0065169,0,-0.0019487,1,0.283,0.5,0.283,0.1
-0.14594,0.0065994,0,-0.0020092,1,0.284,0.5,0.284,0.1
-0.14634,0.0066819,0,-0.0020698,1,0.285,0.5,0.285,0.1
-0.14674,0.0067644,0,-0.0021304,1,0.286,0.5,0.286,0.1
-0.14714,0.006847,0,-0.0021909,1,0.287,0.5,0.287,0.1
-0.14754,0.0069295,0,-0.0022515,1,0.288,0.5,0.288,0.1
-0.14794,0.007012,0,-0.002312,1,0.289,0.5,0.289,0.1
-0.14834,0.0070945,0,-0.0023726,1,0.29,0.5,0.29,0.1
-0.14874,0.0071771,0,-0.0024332,1,0.291,0.5,0.291,0.1
-0.14913,0.0072596,0,-0.0024937,1,0.292,0.5,0.292,0.1
-0.14953,0.0073421,0,-0.0025543,1,0.293,0.5,0.293,0.1
-0.14993,0.0074246,0,-0.0026148,1,0.294,0.5,0.294,0.1
-0.15033,0.0075071,0,-0.0026754,1,0.295,0.5,0.295,0.1
-0.15073,0.0075897,0,-0.0027359,1,0.296,0.5,0.296,0.1
-0.15113,0.0076722,0,-0.0027965,1,0.297,0.5,0.297,0.1
-0.15153,0.0077547,0,-0.0028571,1,0.298,0.5,0.298,0.1
-0.15193,0.0078372,0,-0.0029176,1,0.299,0.5,0.299,0.1
-0.15233,0.0079198,0,-0.0029782,1,0.3,0.5,0.3,0.1
-0.1527,0.0080247,0,-0.0030524,1,0.301,0.5,0.301,0.1
-0.15308,0.0081296,0,-0.0031267,1,0.302,0.5,0.302,0.1
-0.15345,0.0082345,0,-0.003201,1,0.303,0.5,0.303,0.1
-0.15383,0.0083394,0,-0.0032752,1,0.304,0.5,0.304,0.1
-0.15421,0.0084444,0,-0.0033495,1,0.305,0.5,0.305,0.1
-0.15458,0.0085493,0,-0.0034237,1,0.306,0.5,0.306,0.1
-0.15496,0.0086542,0,-0.003498,1,0.307,0.5,0.307,0.1
-0.15533,0.0087591,0,-0.0035723,1,0.308,0.5,0.308,0.1
-0.15571,0.008864,0,-0.0036465,1,0.309,0.5,0.309,0.1
-0.15609,0.0089689,0,-0.0037208,1,0.31,0.5,0.31,0.1
-0.15646,0.0090739,0,-0.003795,1,0.311,0.5,0.311,0.1
-0.15684,0.0091788,0,-0.0038693,1,0.312,0.5,0.312,0.1
-0.15722,0.0092837,0,-0.0039436,1,0.313,0.5,0.313,0.1
-0.15759,0.0093886,0,-0.0040178,1,0.314,0.5,0.314,0.1
-0.15797,0.0094935,0,-0.0040921,1,0.315,0.5,0.315,0.1
-0.15834,0.0095985,0,-0.0041663,1,0.316,0.5,0.316,0.1
-0.15872,0.0097034,0,-0.0042406,1,0.317,0.5,0.317,0.1
-0.1591,0.0098083,0,-0.0043149,1,0.318,0.5,0.318,0.1
-0.15947,0.0099132,0,-0.0043891,1,0.319,0.5,0.319,0.1
-0.15985,0.010018,0,-0.0044634,1,0.32,0.5,0.32,0.1
-0.16022,0.010123,0,-0.0045376,1,0.321,0.5,0.321,0.1
-0.1606,0.010228,0,-0.0046119,1,0.322,0.5,0.322,0.1
-0.16098,0.010333,0,-0.0046862,1,0.323,0.5,0.323,0.1
-0.16135,0.010438,0,-0.0047604,1,0.324,0.5,0.324,0.1
-0.16173,0.010543,0,-0.0048347,1,0.325,0.5,0.325,0.1
-0.16207,0.010673,0,-0.0049242,1,0.326,0.5,0.326,0.1
-0.16242,0.010803,0,-0.0050137,1,0.327,0.5,0.327,0.1
-0.16277,0.010933,0,-0.0051033,1,0.328,0.5,0.328,0.1
-0.16311,0.011063,0,-0.0051928,1,0.329,0.5,0.329,0.1
-0.16346,0.011193,0,-0.0052823,1,0.33,0.5,0.33,0.1
-0.1638,0.011323,0,-0.0053719,1,0.331,0.5,0.331,0.1
-0.16415,0.011453,0,-0.0054614,1,0.332,0.5,0.332,0.1
-0.16449,0.011583,0,-0.0055509,1,0.333,0.5,0.333,0.1
-0.16484,0.011713,0,-0.0056405,1,0.334,0.5,0.334,0.1
-0.16518,0.011844,0,-0.00573,1,0.335,0.5,0.335,0.1
-0.16553,0.011974,0,-0.0058195,1,0.336,0.5,0.336,0.1
-0.16587,0.012104,0,-0.0059091,1,0.337,0.5,0.337,0.1
-0.16622,0.012234,0,-0.0059986,1,0.338,0.5,0.338,0.1
-0.16656,0.012364,0,-0.0060881,1,0.339,0.5,0.339,0.1
-0.16691,0.012494,0,-0.0061777,1,0.34,0.5,0.34,0.1
-0.16726,0.012624,0,-0.0062672,1,0.341,0.5,0.341,0.1
-0.1676,0.012754,0,-0.0063567,1,0.342,0.5,0.342,0.1
-0.16795,0.012884,0,-0.0064463,1,0.343,0.5,0.343,0.1
-0.16829,0.013014,0,-0.0065358,1,0.344,0.5,0.344,0.1
-0.16864,0.013144,0,-0.0066253,1,0.345,0.5,0.345,0.1
-0.16898,0.013274,0,-0.0067148,1,0.346,0.5,0.346,0.1
-0.16933,0.013404,0,-0.0068044,1,0.347,0.5,0.347,0.1
-0.16967,0.013535,0,-0.0068939,1,0.348,0.5,0.348,0.1
-0.17002,0.013665,0,-0.0069834,1,0.349,0.5,0.349,0.1
-0.17036,0.013795,0,-0.007073,1,0.35,0.5,0.35,0.1
-0.17067,0.013952,0,-0.0071792,1,0.351,0.5,0.351,0.1
-0.17097,0.01411,0,-0.0072854,1,0.352,0.5,0.352,0.1
-0.17128,0.014267,0,-0.0073916,1,0.353,0.5,0.353,0.1
-0.17158,0.014425,0,-0.0074977,1,0.354,0.5,0.354,0.1
-0.17189,0.014582,0,-0.0076039,1,0.355,0.5,0.355,0.1
-0.17219,0.014739,0,-0.0077101,1,0.356,0.5,0.356,0.1
-0.1725,0.014897,0,-0.0078163,1,0.357,0.5,0.357,0.1
-0.1728,0.015054,0,-0.0079225,1,0.358,0.5,0.358,0.1
-0.17311,0.015212,0,-0.0080287,1,0.359,0.5,0.359,0.1
-0.17341,0.015369,0,-0.0081349,1,0.36,0.5,0.36,0.1
-0.17372,0.015527,0,-0.0082411,1,0.361,0.5,0.361,0.1
-0.17402,0.015684,0,-0.0083473,1,0.362,0.5,0.362,0.1
-0.17432,0.015842,0,-0.0084535,1,0.363,0.5,0.363,0.1
-0.17463,0.015999,0,-0.0085597,1,0.364,0.5,0.364,0.1
-0.17493,0.016157,0,-0.0086659,1,0.365,0.5,0.365,0.1
-0.17524,0.016314,0,-0.0087721,1,0.366,0.5,0.366,0.1
-0.17554,0.016472,0,-0.0088783,1,0.367,0.5,0.367,0.1
-0.17585,0.016629,0,-0.0089844,1,0.368,0.5,0.368,0.1
-0.17615,0.016787,0,-0.0090906,1,0.369,0.5,0.369,0.1
-0.17646,0.016944,0,-0.0091968,1,0.37,0.5,0.37,0.1
-0.17676,0.017102,0,-0.009303,1,0.371,0.5,0.371,0.1
-0.17707,0.017259,0,-0.0094092,1,0.372,0.5,0.372,0.1
-0.17737,0.017416,0,-0.0095154,1,0.373,0.5,0.373,0.1
-0.17768,0.017574,0,-0.0096216,1,0.374,0.5,0.374,0.1
-0.17798,0.017731,0,-0.0097278,1,0.375,0.5,0.375,0.1
-0.17823,0.017918,0,-0.0098517,1,0.376,0.5,0.376,0.1
-0.17849,0.018104,0,-0.0099756,1,0.377,0.5,0.377,0.1
-0.17874,0.018291,0,-0.0101,1,0.378,0.5,0.378,0.1
-0.17899,0.018477,0,-0.010223,1,0.379,0.5,0.379,0.1
-0.17924,0.018663,0,-0.010347,1,0.38,0.5,0.38,0.1
-0.1795,0.01885,0,-0.010471,1,0.381,0.5,0.381,0.1
-0.17975,0.019036,0,-0.010595,1,0.382,0.5,0.382,0.1
-0.18,0.019222,0,-0.010719,1,0.383,0.5,0.383,0.1
-0.18025,0.019409,0,-0.010843,1,0.384,0.5,0.384,0.1
-0.18051,0.019595,0,-0.010967,1,0.385,0.5,0.385,0.1
-0.18076,0.019782,0,-0.011091,1,0.386,0.5,0.386,0.1
-0.18101,0.019968,0,-0.011215,1,0.387,0.5,0.387,0.1
-0.18126,0.020154,0,-0.011339,1,0.388,0.5,0.388,0.1
-0.18152,0.020341,0,-0.011463,1,0.389,0.5,0.389,0.1
-0.18177,0.020527,0,-0.011587,1,0.39,0.5,0.39,0.1
-0.18202,0.020713,0,-0.011711,1,0.391,0.5,0.391,0.1
-0.18227,0.0209,0,-0.011835,1,0.392,0.5,0.392,0.1
-0.18253,0.021086,0,-0.011958,1,0.393,0.5,0.393,0.1
-0.18278,0.021273,0,-0.012082,1,0.394,0.5,0.394,0.1
-0.18303,0.021459,0,-0.012206,1,0.395,0.5,0.395,0.1
-0.18329,0.021645,0,-0.01233,1,0.396,0.5,0.396,0.1
-0.18354,0.021832,0,-0.012454,1,0.397,0.5,0.397,0.1
-0.18379,0.022018,0,-0.012578,1,0.398,0.5,0.398,0.1
-0.18404,0.022204,0,-0.012702,1,0.399,0.5,0.399,0.1
-0.1843,0.022391,0,-0.012826,1,0.4,0.5,0.4,0.1
-0.18448,0.022607,0,-0.012968,1,0.401,0.5,0.401,0.1
-0.18467,0.022822,0,-0.01311,1,0.402,0.5,0.402,0.1
-0.18486,0.023038,0,-0.013253,1,0.403,0.5,0.403,0.1
-0.18505,0.023254,0,-0.013395,1,0.404,0.5,0.404,0.1
-0.18523,0.02347,0,-0.013537,1,0.405,0.5,0.405,0.1
-0.18542,0.023686,0,-0.013679,1,0.406,0.5,0.406,0.1
-0.18561,0.023902,0,-0.013822,1,0.407,0.5,0.407,0.1
-0.1858,0.024118,0,-0.013964,1,0.408,0.5,0.408,0.1
-0.18599,0.024333,0,-0.014106,1,0.409,0.5,0.409,0.1
-0.18617,0.024549,0,-0.014248,1,0.41,0.5,0.41,0.1
-0.18636,0.024765,0,-0.014391,1,0.411,0.5,0.411,0.1
-0.18655,0.024981,0,-0.014533,1,0.412,0.5,0.412,0.1
-0.18674,0.025197,0,-0.014675,1,0.413,0.5,0.413,0.1
-0.18693,0.025413,0,-0.014817,1,0.414,0.5,0.414,0.1
-0.18711,0.025629,0,-0.01496,1,0.415,0.5,0.415,0.1
-0.1873,0.025844,0,-0.015102,1,0.416,0.5,0.416,0.1
-0.18749,0.02606,0,-0.015244,1,0.417,0.5,0.417,0.1
-0.18768,0.026276,0,-0.015387,1,0.418,0.5,0.418,0.1
-0.18787,0.026492,0,-0.015529,1,0.419,0.5,0.419,0.1
-0.18805,0.026708,0,-0.015671,1,0.42,0.5,0.42,0.1
-0.18824,0.026924,0,-0.015813,1,0.421,0.5,0.421,0.1
-0.18843,0.02714,0,-0.015956,1,0.422,0.5,0.422,0.1
-0.18862,0.027355,0,-0.016098,1,0.423,0.5,0.423,0.1
-0.1888,0.027571,0,-0.01624,1,0.424,0.5,0.424,0.1
-0.18899,0.027787,0,-0.016382,1,0.425,0.5,0.425,0.1
-0.1891,0.028032,0,-0.016543,1,0.426,0.5,0.426,0.1
-0.18921,0.028276,0,-0.016703,1,0.427,0.5,0.427,0.1
-0.18932,0.028521,0,-0.016864,1,0.428,0.5,0.428,0.1
-0.18943,0.028766,0,-0.017025,1,0.429,0.5,0.429,0.1
-0.18954,0.029011,0,-0.017185,1,0.43,0.5,0.43,0.1
-0.18965,0.029255,0,-0.017346,1,0.431,0.5,0.431,0.1
-0.18976,0.0295,0,-0.017507,1,0.432,0.5,0.432,0.1
-0.18987,0.029745,0,-0.017667,1,0.433,0.5,0.433,0.1
-0.18998,0.029989,0,-0.017828,1,0.434,0.5,0.434,0.1
-0.19009,0.030234,0,-0.017988,1,0.435,0.5,0.435,0.1
-0.1902,0.030479,0,-0.018149,1,0.436,0.5,0.436,0.1
-0.19031,0.030723,0,-0.01831,1,0.437,0.5,0.437,0.1
-0.19042,0.030968,0,-0.01847,1,0.438,0.5,0.438,0.1
-0.19053,0.031213,0,-0.018631,1,0.439,0.5,0.439,0.1
-0.19064,0.031457,0,-0.018791,1,0.44,0.5,0.44,0.1
-0.19075,0.031702,0,-0.018952,1,0.441,0.5,0.441,0.1
-0.19086,0.031947,0,-0.019113,1,0.442,0.5,0.442,0.1
-0.19097,0.032191,0,-0.019273,1,0.443,0.5,0.443,0.1
-0.19108,0.032436,0,-0.019434,1,0.444,0.5,0.444,0.1
-0.19119,0.032681,0,-0.019594,1,0.445,0.5,0.445,0.1
-0.1913,0.032925,0,-0.019755,1,0.446,0.5,0.446,0.1
-0.19141,0.03317,0,-0.019916,1,0.447,0.5,0.447,0.1
-0.19152,0.033415,0,-0.020076,1,0.448,0.5,0.448,0.1
-0.19163,0.033659,0,-0.020237,1,0.449,0.5,0.449,0.1
-0.19174,0.033904,0,-0.020397,1,0.45,0.5,0.45,0.1
-0.19176,0.034175,0,-0.020576,1,0.451,0.5,0.451,0.1
-0.19177,0.034447,0,-0.020754,1,0.452,0.5,0.452,0.1
-0.19179,0.034718,0,-0.020932,1,0.453,0.5,0.453,0.1
-0.19181,0.034989,0,-0.02111,1,0.454,0.5,0.454,0.1
-0.19183,0.035261,0,-0.021288,1,0.455,0.5,0.455,0.1
-0.19185,0.035532,0,-0.021466,1,0.456,0.5,0.456,0.1
-0.19186,0.035804,0,-0.021645,1,0.457,0.5,0.457,0.1
-0.19188,0.036075,0,-0.021823,1,0.458,0.5,0.458,0.1
-0.1919,0.036346,0,-0.022001,1,0.459,0.5,0.459,0.1
-0.19192,0.036618,0,-0.022179,1,0.46,0.5,0.46,0.1
-0.19194,0.036889,0,-0.022357,1,0.461,0.5,0.461,0.1
-0.19195,0.03716,0,-0.022535,1,0.462,0.5,0.462,0.1
-0.19197,0.037432,0,-0.022714,1,0.463,0.5,0.463,0.1
-0.19199,0.037703,0,-0.022892,1,0.464,0.5,0.464,0.1
-0.19201,0.037974,0,-0.02307,1,0.465,0.5,0.465,0.1
-0.19203,0.038246,0,-0.023248,1,0.466,0.5,0.466,0.1
-0.19205,0.038517,0,-0.023426,1,0.467,0.5,0.467,0.1
-0.19206,0.038788,0,-0.023604,1,0.468,0.5,0.468,0.1
-0.19208,0.03906,0,-0.023783,1,0.469,0.5,0.469,0.1
-0.1921,0.039331,0,-0.023961,1,0.47,0.5,0.47,0.1
-0.19212,0.039603,0,-0.024139,1,0.471,0.5,0.471,0.1
-0.19214,0.039874,0,-0.024317,1,0.472,0.5,0.472,0.1
-0.19215,0.040145,0,-0.024495,1,0.473,0.5,0.473,0.1
-0.19217,0.040417,0,-0.024673,1,0.474,0.5,0.474,0.1
-0.19219,0.040688,0,-0.024852,1,0.475,0.5,0.475,0.1
-0.1921,0.040982,0,-0.025046,1,0.476,0.5,0.476,0.1
-0.19202,0.041277,0,-0.02524,1,0.477,0.5,0.477,0.1
-0.19193,0.041571,0,-0.025434,1,0.478,0.5,0.478,0.1
-0.19185,0.041865,0,-0.025628,1,0.479,0.5,0.479,0.1
-0.19176,0.042159,0,-0.025821,1,0.48,0.5,0.48,0.1
-0.19167,0.042454,0,-0.026015,1,0.481,0.5,0.481,0.1
-0.19159,0.042748,0,-0.026209,1,0.482,0.5,0.482,0.1
-0.1915,0.043042,0,-0.026403,1,0.483,0.5,0.483,0.1
-0.19141,0.043336,0,-0.026597,1,0.484,0.5,0.484,0.1
-0.19133,0.043631,0,-0.026791,1,0.485,0.5,0.485,0.1
-0.19124,0.043925,0,-0.026985,1,0.486,0.5,0.486,0.1
-0.19115,0.044219,0,-0.027179,1,0.487,0.5,0.487,0.1
-0.19107,0.044514,0,-0.027373,1,0.488,0.5,0.488,0.1
-0.19098,0.044808,0,-0.027567,1,0.489,0.5,0.489,0.1
-0.1909,0.045102,0,-0.027761,1,0.49,0.5,0.49,0.1
-0.19081,0.045396,0,-0.027955,1,0.491,0.5,0.491,0.1
-0.19072,0.045691,0,-0.028149,1,0.492,0.5,0.492,0.1
-0.19064,0.045985,0,-0.028343,1,0.493,0.5,0.493,0.1
-0.19055,0.046279,0,-0.028537,1,0.494,0.5,0.494,0.1
-0.19046,0.046573,0,-0.028731,1,0.495,0.5,0.495,0.1
-0.19038,0.046868,0,-0.028925,1,0.496,0.5,0.496,0.1
-0.19029,0.047162,0,-0.029119,1,0.497,0.5,0.497,0.1
-0.19021,0.047456,0,-0.029313,1,0.498,0.5,0.498,0.1
-0.19012,0.047751,0,-0.029507,1,0.499,0.5,0.499,0.1
-0.19003,0.048045,0,-0.029701,1,0.5,0.5,0.5,0.1
-0.18983,0.048356,0,-0.029908,1,0.501,0.5,0.501,0.1
-0.18963,0.048668,0,-0.030115,1,0.502,0.5,0.502,0.1
-0.18943,0.04898,0,-0.030322,1,0.503,0.5,0.503,0.1
-0.18922,0.049291,0,-0.030529,1,0.504,0.5,0.504,0.1
-0.18902,0.049603,0,-0.030736,1,0.505,0.5,0.505,0.1
-0.18882,0.049914,0,-0.030943,1,0.506,0.5,0.506,0.1
-0.18862,0.050226,0,-0.03115,1,0.507,0.5,0.507,0.1
-0.18841,0.050538,0,-0.031357,1,0.508,0.5,0.508,0.1
-0.18821,0.050849,0,-0.031563,1,0.509,0.5,0.509,0.1
-0.18801,0.051161,0,-0.03177,1,0.51,0.5,0.51,0.1
-0.18781,0.051472,0,-0.031977,1,0.511,0.5,0.511,0.1
-0.18761,0.051784,0,-0.032184,1,0.512,0.5,0.512,0.1
-0.1874,0.052096,0,-0.032391,1,0.513,0.5,0.513,0.1
-0.1872,0.052407,0,-0.032598,1,0.514,0.5,0.514,0.1
-0.187,0.052719,0,-0.032805,1,0.515,0.5,0.515,0.1
-0.1868,0.05303,0,-0.033012,1,0.516,0.5,0.516,0.1
-0.18659,0.053342,0,-0.033219,1,0.517,0.5,0.517,0.1
-0.18639,0.053654,0,-0.033426,1,0.518,0.5,0.518,0.1
-0.18619,0.053965,0,-0.033633,1,0.519,0.5,0.519,0.1
-0.18599,0.054277,0,-0.03384,1,0.52,0.5,0.52,0.1
-0.18578,0.054588,0,-0.034047,1,0.521,0.5,0.521,0.1
-0.18558,0.0549,0,-0.034254,1,0.522,0.5,0.522,0.1
-0.18538,0.055212,0,-0.034461,1,0.523,0.5,0.523,0.1
-0.18518,0.055523,0,-0.034668,1,0.524,0.5,0.524,0.1
-0.18498,0.055835,0,-0.034875,1,0.525,0.5,0.525,0.1
-0.18465,0.056156,0,-0.035091,1,0.526,0.5,0.526,0.1
-0.18432,0.056477,0,-0.035307,1,0.527,0.5,0.527,0.1
-0.18399,0.056799,0,-0.035523,1,0.528,0.5,0.528,0.1
-0.18366,0.05712,0,-0.035739,1,0.529,0.5,0.529,0.1
-0.18334,0.057441,0,-0.035955,1,0.53,0.5,0.53,0.1
-0.18301,0.057763,0,-0.036171,1,0.531,0.5,0.531,0.1
-0.18268,0.058084,0,-0.036387,1,0.532,0.5,0.532,0.1
-0.18235,0.058405,0,-0.036603,1,0.533,0.5,0.533,0.1
-0.18203,0.058727,0,-0.036819,1,0.534,0.5,0.534,0.1
-0.1817,0.059048,0,-0.037035,1,0.535,0.5,0.535,0.1
-0.18137,0.05937,0,-0.037251,1,0.536,0.5,0.536,0.1
-0.18104,0.059691,0,-0.037467,1,0.537,0.5,0.537,0.1
-0.18071,0.060012,0,-0.037683,1,0.538,0.5,0.538,0.1
-0.18039,0.060334,0,-0.037899,1,0.539,0.5,0.539,0.1
-0.18006,0.060655,0,-0.038115,1,0.54,0.5,0.54,0.1
-0.17973,0.060976,0,-0.038331,1,0.541,0.5,0.541,0.1
-0.1794,0.061298,0,-0.038547,1,0.542,0.5,0.542,0.1
-0.17908,0.061619,0,-0.038763,1,0.543,0.5,0.543,0.1
-0.17875,0.06194,0,-0.038979,1,0.544,0.5,0.544,0.1
-0.17842,0.062262,0,-0.039195,1,0.545,0.5,0.545,0.1
-0.17809,0.062583,0,-0.039411,1,0.546,0.5,0.546,0.1
-0.17776,0.062904,0,-0.039627,1,0.547,0.5,0.547,0.1
-0.17744,0.063226,0,-0.039843,1,0.548,0.5,0.548,0.1
-0.17711,0.063547,0,-0.040059,1,0.549,0.5,0.549,0.1
-0.17678,0.063868,0,-0.040275,1,0.55,0.5,0.55,0.1
-0.17632,0.06419,0,-0.040495,1,0.551,0.5,0.551,0.1
-0.17586,0.064511,0,-0.040715,1,0.552,0.5,0.552,0.1
-0.1754,0.064833,0,-0.040935,1,0.553,0.5,0.553,0.1
-0.17494,0.065154,0,-0.041155,1,0.554,0.5,0.554,0.1
-0.17448,0.065476,0,-0.041375,1,0.555,0.5,0.555,0.1
-0.17402,0.065797,0,-0.041596,1,0.556,0.5,0.556,0.1
-0.17356,0.066119,0,-0.041816,1,0.557,0.5,0.557,0.1
-0.1731,0.06644,0,-0.042036,1,0.558,0.5,0.558,0.1
-0.17264,0.066762,0,-0.042256,1,0.559,0.5,0.559,0.1
-0.17218,0.067083,0,-0.042476,1,0.56,0.5,0.56,0.1
-0.17172,0.067405,0,-0.042696,1,0.561,0.5,0.561,0.1
-0.17126,0.067727,0,-0.042916,1,0.562,0.5,0.562,0.1
-0.1708,0.068048,0,-0.043136,1,0.563,0.5,0.563,0.1
-0.17034,0.06837,0,-0.043356,1,0.564,0.5,0.564,0.1
-0.16988,0.068691,0,-0.043576,1,0.565,0.5,0.565,0.1
-0.16942,0.069013,0,-0.043796,1,0.566,0.5,0.566,0.1
-0.16896,0.069334,0,-0.044016,1,0.567,0.5,0.567,0.1
-0.1685,0.069656,0,-0.044236,1,0.568,0.5,0.568,0.1
-0.16804,0.069977,0,-0.044456,1,0.569,0.5,0.569,0.1
-0.16758,0.070299,0,-0.044676,1,0.57,0.5,0.57,0.1
-0.16712,0.07062,0,-0.044896,1,0.571,0.5,0.571,0.1
