"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.16666,0.070942,0,-0.045116,1,0.572,0.5,0.572,0.1
-0.1662,0.071263,0,-0.045337,1,0.573,0.5,0.573,0.1
-0.16574,0.071585,0,-0.045557,1,0.574,0.5,0.574,0.1
-0.16528,0.071906,0,-0.045777,1,0.575,0.5,0.575,0.1
-0.16469,0.072217,0,-0.045995,1,0.576,0.5,0.576,0.1
-0.16409,0.072527,0,-0.046213,1,0.577,0.5,0.577,0.1
-0.16349,0.072837,0,-0.046431,1,0.578,0.5,0.578,0.1
-0.1629,0.073148,0,-0.046649,1,0.579,0.5,0.579,0.1
-0.1623,0.073458,0,-0.046868,1,0.58,0.5,0.58,0.1
-0.16171,0.073768,0,-0.047086,1,0.581,0.5,0.581,0.1
-0.16111,0.074079,0,-0.047304,1,0.582,0.5,0.582,0.1
-0.16051,0.074389,0,-0.047522,1,0.583,0.5,0.583,0.1
-0.15992,0.0747,0,-0.04774,1,0.584,0.5,0.584,0.1
-0.15932,0.07501,0,-0.047959,1,0.585,0.5,0.585,0.1
-0.15873,0.07532,0,-0.048177,1,0.586,0.5,0.586,0.1
-0.15813,0.075631,0,-0.048395,1,0.587,0.5,0.587,0.1
-0.15753,0.075941,0,-0.048613,1,0.588,0.5,0.588,0.1
-0.15694,0.076251,0,-0.048831,1,0.589,0.5,0.589,0.1
-0.15634,0.076562,0,-0.04905,1,0.59,0.5,0.59,0.1
-0.15575,0.076872,0,-0.049268,1,0.591,0.5,0.591,0.1
-0.15515,0.077182,0,-0.049486,1,0.592,0.5,0.592,0.1
-0.15455,0.077493,0,-0.049704,1,0.593,0.5,0.593,0.1
-0.15396,0.077803,0,-0.049922,1,0.594,0.5,0.594,0.1
-0.15336,0.078113,0,-0.050141,1,0.595,0.5,0.595,0.1
-0.15277,0.078424,0,-0.050359,1,0.596,0.5,0.596,0.1
-0.15217,0.078734,0,-0.050577,1,0.597,0.5,0.597,0.1
-0.15158,0.079044,0,-0.050795,1,0.598,0.5,0.598,0.1
-0.15098,0.079355,0,-0.051013,1,0.599,0.5,0.599,0.1
-0.15038,0.079665,0,-0.051232,1,0.6,0.5,0.6,0.1
-0.14965,0.079951,0,-0.051441,1,0.601,0.5,0.601,0.1
-0.14892,0.080238,0,-0.051651,1,0.602,0.5,0.602,0.1
-0.14819,0.080524,0,-0.051861,1,0.603,0.5,0.603,0.1
-0.14745,0.08081,0,-0.052071,1,0.604,0.5,0.604,0.1
-0.14672,0.081096,0,-0.052281,1,0.605,0.5,0.605,0.1
-0.14599,0.081382,0,-0.05249,1,0.606,0.5,0.606,0.1
-0.14525,0.081668,0,-0.0527,1,0.607,0.5,0.607,0.1
-0.14452,0.081955,0,-0.05291,1,0.608,0.5,0.608,0.1
-0.14379,0.082241,0,-0.05312,1,0.609,0.5,0.609,0.1
-0.14306,0.082527,0,-0.05333,1,0.61,0.5,0.61,0.1
-0.14232,0.082813,0,-0.05354,1,0.611,0.5,0.611,0.1
-0.14159,0.083099,0,-0.053749,1,0.612,0.5,0.612,0.1
-0.14086,0.083385,0,-0.053959,1,0.613,0.5,0.613,0.1
-0.14012,0.083672,0,-0.054169,1,0.614,0.5,0.614,0.1
-0.13939,0.083958,0,-0.054379,1,0.615,0.5,0.615,0.1
-0.13866,0.084244,0,-0.054589,1,0.616,0.5,0.616,0.1
-0.13793,0.08453,0,-0.054798,1,0.617,0.5,0.617,0.1
-0.13719,0.084816,0,-0.055008,1,0.618,0.5,0.618,0.1
-0.13646,0.085102,0,-0.055218,1,0.619,0.5,0.619,0.1
-0.13573,0.085389,0,-0.055428,1,0.62,0.5,0.62,0.1
-0.135,0.085675,0,-0.055638,1,0.621,0.5,0.621,0.1
-0.13426,0.085961,0,-0.055848,1,0.622,0.5,0.622,0.1
-0.13353,0.086247,0,-0.056057,1,0.623,0.5,0.623,0.1
-0.1328,0.086533,0,-0.056267,1,0.624,0.5,0.624,0.1
-0.13206,0.086819,0,-0.056477,1,0.625,0.5,0.625,0.1
-0.1312,0.087067,0,-0.056672,1,0.626,0.5,0.626,0.1
-0.13033,0.087315,0,-0.056866,1,0.627,0.5,0.627,0.1
-0.12946,0.087563,0,-0.057061,1,0.628,0.5,0.628,0.1
-0.12859,0.08781,0,-0.057255,1,0.629,0.5,0.629,0.1
-0.12773,0.088058,0,-0.05745,1,0.63,0.5,0.63,0.1
-0.12686,0.088306,0,-0.057644,1,0.631,0.5,0.631,0.1
-0.12599,0.088553,0,-0.057839,1,0.632,0.5,0.632,0.1
-0.12512,0.088801,0,-0.058034,1,0.633,0.5,0.633,0.1
-0.12425,0.089049,0,-0.058228,1,0.634,0.5,0.634,0.1
-0.12339,0.089297,0,-0.058423,1,0.635,0.5,0.635,0.1
-0.12252,0.089544,0,-0.058617,1,0.636,0.5,0.636,0.1
-0.12165,0.089792,0,-0.058812,1,0.637,0.5,0.637,0.1
-0.12078,0.09004,0,-0.059007,1,0.638,0.5,0.638,0.1
-0.11992,0.090287,0,-0.059201,1,0.639,0.5,0.639,0.1
-0.11905,0.090535,0,-0.059396,1,0.64,0.5,0.64,0.1
-0.11818,0.090783,0,-0.05959,1,0.641,0.5,0.641,0.1
-0.11731,0.091031,0,-0.059785,1,0.642,0.5,0.642,0.1
-0.11644,0.091278,0,-0.05998,1,0.643,0.5,0.643,0.1
-0.11558,0.091526,0,-0.060174,1,0.644,0.5,0.644,0.1
-0.11471,0.091774,0,-0.060369,1,0.645,0.5,0.645,0.1
-0.11384,0.092022,0,-0.060563,1,0.646,0.5,0.646,0.1
-0.11297,0.092269,0,-0.060758,1,0.647,0.5,0.647,0.1
-0.1121,0.092517,0,-0.060952,1,0.648,0.5,0.648,0.1
-0.11124,0.092765,0,-0.061147,1,0.649,0.5,0.649,0.1
-0.11037,0.093012,0,-0.061342,1,0.65,0.5,0.65,0.1
-0.10937,0.093207,0,-0.061514,1,0.651,0.5,0.651,0.1
-0.10837,0.093401,0,-0.061687,1,0.652,0.5,0.652,0.1
-0.10737,0.093596,0,-0.061859,1,0.653,0.5,0.653,0.1
-0.10637,0.09379,0,-0.062032,1,0.654,0.5,0.654,0.1
-0.10537,0.093985,0,-0.062205,1,0.655,0.5,0.655,0.1
-0.10437,0.094179,0,-0.062377,1,0.656,0.5,0.656,0.1
-0.10337,0.094374,0,-0.06255,1,0.657,0.5,0.657,0.1
-0.10237,0.094568,0,-0.062722,1,0.658,0.5,0.658,0.1
-0.10137,0.094763,0,-0.062895,1,0.659,0.5,0.659,0.1
-0.10037,0.094957,0,-0.063067,1,0.66,0.5,0.66,0.1
-0.09937,0.095152,0,-0.06324,1,0.661,0.5,0.661,0.1
-0.09837,0.095346,0,-0.063413,1,0.662,0.5,0.662,0.1
-0.09737,0.095541,0,-0.063585,1,0.663,0.5,0.663,0.1
-0.09637,0.095735,0,-0.063758,1,0.664,0.5,0.664,0.1
-0.09537,0.09593,0,-0.06393,1,0.665,0.5,0.665,0.1
-0.09437,0.096125,0,-0.064103,1,0.666,0.5,0.666,0.1
-0.093371,0.096319,0,-0.064276,1,0.667,0.5,0.667,0.1
-0.092371,0.096514,0,-0.064448,1,0.668,0.5,0.668,0.1
-0.091371,0.096708,0,-0.064621,1,0.669,0.5,0.669,0.1
-0.090371,0.096903,0,-0.064793,1,0.67,0.5,0.67,0.1
-0.089371,0.097097,0,-0.064966,1,0.671,0.5,0.671,0.1
-0.088371,0.097292,0,-0.065139,1,0.672,0.5,0.672,0.1
-0.087371,0.097486,0,-0.065311,1,0.673,0.5,0.673,0.1
-0.086371,0.097681,0,-0.065484,1,0.674,0.5,0.674,0.1
-0.085371,0.097875,0,-0.065656,1,0.675,0.5,0.675,0.1
-0.084241,0.098002,0,-0.065801,1,0.676,0.5,0.676,0.1
-0.08311,0.098129,0,-0.065945,1,0.677,0.5,0.677,0.1
-0.08198,0.098256,0,-0.066089,1,0.678,0.5,0.678,0.1
-0.08085,0.098383,0,-0.066234,1,0.679,0.5,0.679,0.1
-0.079719,0.09851,0,-0.066378,1,0.68,0.5,0.68,0.1
-0.078589,0.098637,0,-0.066523,1,0.681,0.5,0.681,0.1
-0.077458,0.098764,0,-0.066667,1,0.682,0.5,0.682,0.1
-0.076328,0.098891,0,-0.066811,1,0.683,0.5,0.683,0.1
-0.075198,0.099018,0,-0.066956,1,0.684,0.5,0.684,0.1
-0.074067,0.099145,0,-0.0671,1,0.685,0.5,0.685,0.1
-0.072937,0.099272,0,-0.067244,1,0.686,0.5,0.686,0.1
-0.071807,0.099399,0,-0.067389,1,0.687,0.5,0.687,0.1
-0.070676,0.099526,0,-0.067533,1,0.688,0.5,0.688,0.1
-0.069546,0.099653,0,-0.067678,1,0.689,0.5,0.689,0.1
-0.068415,0.09978,0,-0.067822,1,0.69,0.5,0.69,0.1
-0.067285,0.099907,0,-0.067966,1,0.691,0.5,0.691,0.1
-0.066155,0.10003,0,-0.068111,1,0.692,0.5,0.692,0.1
-0.065024,0.10016,0,-0.068255,1,0.693,0.5,0.693,0.1
-0.063894,0.10029,0,-0.068399,1,0.694,0.5,0.694,0.1
-0.062763,0.10041,0,-0.068544,1,0.695,0.5,0.695,0.1
-0.061633,0.10054,0,-0.068688,1,0.696,0.5,0.696,0.1
-0.060503,0.10067,0,-0.068833,1,0.697,0.5,0.697,0.1
-0.059372,0.1008,0,-0.068977,1,0.698,0.5,0.698,0.1
-0.058242,0.10092,0,-0.069121,1,0.699,0.5,0.699,0.1
-0.057112,0.10105,0,-0.069266,1,0.7,0.5,0.7,0.1
-0.055847,0.1011,0,-0.069377,1,0.701,0.5,0.701,0.1
-0.054583,0.10114,0,-0.069487,1,0.702,0.5,0.702,0.1
-0.053319,0.10119,0,-0.069598,1,0.703,0.5,0.703,0.1
-0.052055,0.10124,0,-0.069709,1,0.704,0.5,0.704,0.1
-0.050791,0.10128,0,-0.06982,1,0.705,0.5,0.705,0.1
-0.049527,0.10133,0,-0.069931,1,0.706,0.5,0.706,0.1
-0.048263,0.10138,0,-0.070042,1,0.707,0.5,0.707,0.1
-0.046998,0.10142,0,-0.070153,1,0.708,0.5,0.708,0.1
-0.045734,0.10147,0,-0.070264,1,0.709,0.5,0.709,0.1
-0.04447,0.10152,0,-0.070374,1,0.71,0.5,0.71,0.1
-0.043206,0.10156,0,-0.070485,1,0.711,0.5,0.711,0.1
-0.041942,0.10161,0,-0.070596,1,0.712,0.5,0.712,0.1
-0.040678,0.10166,0,-0.070707,1,0.713,0.5,0.713,0.1
-0.039414,0.1017,0,-0.070818,1,0.714,0.5,0.714,0.1
-0.038149,0.10175,0,-0.070929,1,0.715,0.5,0.715,0.1
-0.036885,0.1018,0,-0.07104,1,0.716,0.5,0.716,0.1
-0.035621,0.10184,0,-0.071151,1,0.717,0.5,0.717,0.1
-0.034357,0.10189,0,-0.071261,1,0.718,0.5,0.718,0.1
-0.033093,0.10194,0,-0.071372,1,0.719,0.5,0.719,0.1
-0.031829,0.10198,0,-0.071483,1,0.72,0.5,0.72,0.1
-0.030565,0.10203,0,-0.071594,1,0.721,0.5,0.721,0.1
-0.029301,0.10208,0,-0.071705,1,0.722,0.5,0.722,0.1
-0.028036,0.10212,0,-0.071816,1,0.723,0.5,0.723,0.1
-0.026772,0.10217,0,-0.071927,1,0.724,0.5,0.724,0.1
-0.025508,0.10222,0,-0.072038,1,0.725,0.5,0.725,0.1
-0.024097,0.10217,0,-0.072112,1,0.726,0.5,0.726,0.1
-0.022687,0.10213,0,-0.072187,1,0.727,0.5,0.727,0.1
-0.021276,0.10208,0,-0.072262,1,0.728,0.5,0.728,0.1
-0.019866,0.10203,0,-0.072336,1,0.729,0.5,0.729,0.1
-0.018455,0.10199,0,-0.072411,1,0.73,0.5,0.73,0.1
-0.017044,0.10194,0,-0.072486,1,0.731,0.5,0.731,0.1
-0.015634,0.1019,0,-0.07256,1,0.732,0.5,0.732,0.1
-0.014223,0.10185,0,-0.072635,1,0.733,0.5,0.733,0.1
-0.012813,0.10181,0,-0.07271,1,0.734,0.5,0.734,0.1
-0.011402,0.10176,0,-0.072784,1,0.735,0.5,0.735,0.1
-0.0099914,0.10172,0,-0.072859,1,0.736,0.5,0.736,0.1
-0.0085808,0.10167,0,-0.072934,1,0.737,0.5,0.737,0.1
-0.0071702,0.10163,0,-0.073008,1,0.738,0.5,0.738,0.1
-0.0057595,0.10158,0,-0.073083,1,0.739,0.5,0.739,0.1
-0.0043489,0.10154,0,-0.073158,1,0.74,0.5,0.74,0.1
-0.0029383,0.10149,0,-0.073232,1,0.741,0.5,0.741,0.1
-0.0015277,0.10145,0,-0.073307,1,0.742,0.5,0.742,0.1
-0.00011711,0.1014,0,-0.073382,1,0.743,0.5,0.743,0.1
0.0012936,0.10135,0,-0.073456,1,0.744,0.5,0.744,0.1
0.0027042,0.10131,0,-0.073531,1,0.745,0.5,0.745,0.1
0.0041148,0.10126,0,-0.073606,1,0.746,0.5,0.746,0.1
0.0055254,0.10122,0,-0.07368,1,0.747,0.5,0.747,0.1
0.006936,0.10117,0,-0.073755,1,0.748,0.5,0.748,0.1
0.0083466,0.10113,0,-0.07383,1,0.749,0.5,0.749,0.1
0.0097572,0.10108,0,-0.073904,1,0.75,0.5,0.75,0.1
0.011344,0.10094,0,-0.073943,1,0.751,0.5,0.751,0.1
0.01293,0.10079,0,-0.073982,1,0.752,0.5,0.752,0.1
0.014517,0.10065,0,-0.074021,1,0.753,0.5,0.753,0.1
0.016103,0.1005,0,-0.074059,1,0.754,0.5,0.754,0.1
0.017689,0.10036,0,-0.074098,1,0.755,0.5,0.755,0.1
0.019276,0.10021,0,-0.074137,1,0.756,0.5,0.756,0.1
0.020862,0.10007,0,-0.074176,1,0.757,0.5,0.757,0.1
0.022449,0.099921,0,-0.074215,1,0.758,0.5,0.758,0.1
0.024035,0.099776,0,-0.074254,1,0.759,0.5,0.759,0.1
0.025621,0.09963,0,-0.074292,1,0.76,0.5,0.76,0.1
0.027208,0.099485,0,-0.074331,1,0.761,0.5,0.761,0.1
0.028794,0.09934,0,-0.07437,1,0.762,0.5,0.762,0.1
0.030381,0.099195,0,-0.074409,1,0.763,0.5,0.763,0.1
0.031967,0.09905,0,-0.074448,1,0.764,0.5,0.764,0.1
0.033554,0.098904,0,-0.074487,1,0.765,0.5,0.765,0.1
0.03514,0.098759,0,-0.074525,1,0.766,0.5,0.766,0.1
0.036726,0.098614,0,-0.074564,1,0.767,0.5,0.767,0.1
0.038313,0.098469,0,-0.074603,1,0.768,0.5,0.768,0.1
0.039899,0.098324,0,-0.074642,1,0.769,0.5,0.769,0.1
0.041486,0.098179,0,-0.074681,1,0.77,0.5,0.77,0.1
0.043072,0.098033,0,-0.074719,1,0.771,0.5,0.771,0.1
0.044659,0.097888,0,-0.074758,1,0.772,0.5,0.772,0.1
0.046245,0.097743,0,-0.074797,1,0.773,0.5,0.773,0.1
0.047831,0.097598,0,-0.074836,1,0.774,0.5,0.774,0.1
0.049418,0.097453,0,-0.074875,1,0.775,0.5,0.775,0.1
0.051234,0.097204,0,-0.074879,1,0.776,0.5,0.776,0.1
0.05305,0.096955,0,-0.074882,1,0.777,0.5,0.777,0.1
0.054866,0.096706,0,-0.074886,1,0.778,0.5,0.778,0.1
0.056682,0.096457,0,-0.07489,1,0.779,0.5,0.779,0.1
0.058498,0.096208,0,-0.074894,1,0.78,0.5,0.78,0.1
0.060314,0.095959,0,-0.074898,1,0.781,0.5,0.781,0.1
0.062129,0.095709,0,-0.074902,1,0.782,0.5,0.782,0.1
0.063945,0.09546,0,-0.074905,1,0.783,0.5,0.783,0.1
0.065761,0.095211,0,-0.074909,1,0.784,0.5,0.784,0.1
0.067577,0.094962,0,-0.074913,1,0.785,0.5,0.785,0.1
0.069393,0.094713,0,-0.074917,1,0.786,0.5,0.786,0.1
0.071209,0.094464,0,-0.074921,1,0.787,0.5,0.787,0.1
0.073025,0.094215,0,-0.074925,1,0.788,0.5,0.788,0.1
0.074841,0.093966,0,-0.074929,1,0.789,0.5,0.789,0.1
0.076657,0.093717,0,-0.074932,1,0.79,0.5,0.79,0.1
0.078473,0.093468,0,-0.074936,1,0.791,0.5,0.791,0.1
0.080289,0.093219,0,-0.07494,1,0.792,0.5,0.792,0.1
0.082105,0.09297,0,-0.074944,1,0.793,0.5,0.793,0.1
0.083921,0.092721,0,-0.074948,1,0.794,0.5,0.794,0.1
0.085737,0.092472,0,-0.074952,1,0.795,0.5,0.795,0.1
0.087553,0.092223,0,-0.074955,1,0.796,0.5,0.796,0.1
0.089369,0.091974,0,-0.074959,1,0.797,0.5,0.797,0.1
0.091184,0.091725,0,-0.074963,1,0.798,0.5,0.798,0.1
0.093,0.091476,0,-0.074967,1,0.799,0.5,0.799,0.1
0.094816,0.091227,0,-0.074971,1,0.8,0.5,0.8,0.1
0.096945,0.090872,0,-0.07494,1,0.801,0.5,0.801,0.1
0.099074,0.090518,0,-0.07491,1,0.802,0.5,0.802,0.1
0.1012,0.090163,0,-0.07488,1,0.803,0.5,0.803,0.1
0.10333,0.089808,0,-0.07485,1,0.804,0.5,0.804,0.1
0.10546,0.089454,0,-0.074819,1,0.805,0.5,0.805,0.1
0.10759,0.089099,0,-0.074789,1,0.806,0.5,0.806,0.1
0.10972,0.088744,0,-0.074759,1,0.807,0.5,0.807,0.1
0.11185,0.088389,0,-0.074728,1,0.808,0.5,0.808,0.1
0.11398,0.088035,0,-0.074698,1,0.809,0.5,0.809,0.1
0.1161,0.08768,0,-0.074668,1,0.81,0.5,0.81,0.1
0.11823,0.087325,0,-0.074637,1,0.811,0.5,0.811,0.1
0.12036,0.086971,0,-0.074607,1,0.812,0.5,0.812,0.1
0.12249,0.086616,0,-0.074577,1,0.813,0.5,0.813,0.1
0.12462,0.086261,0,-0.074546,1,0.814,0.5,0.814,0.1
0.12675,0.085906,0,-0.074516,1,0.815,0.5,0.815,0.1
0.12888,0.085552,0,-0.074486,1,0.816,0.5,0.816,0.1
0.13101,0.085197,0,-0.074455,1,0.817,0.5,0.817,0.1
0.13314,0.084842,0,-0.074425,1,0.818,0.5,0.818,0.1
0.13526,0.084487,0,-0.074395,1,0.819,0.5,0.819,0.1
0.13739,0.084133,0,-0.074364,1,0.82,0.5,0.82,0.1
0.13952,0.083778,0,-0.074334,1,0.821,0.5,0.821,0.1
0.14165,0.083423,0,-0.074304,1,0.822,0.5,0.822,0.1
0.14378,0.083069,0,-0.074273,1,0.823,0.5,0.823,0.1
0.14591,0.082714,0,-0.074243,1,0.824,0.5,0.824,0.1
0.14804,0.082359,0,-0.074213,1,0.825,0.5,0.825,0.1
0.1506,0.081903,0,-0.07415,1,0.826,0.5,0.826,0.1
0.15316,0.081446,0,-0.074088,1,0.827,0.5,0.827,0.1
0.15571,0.08099,0,-0.074025,1,0.828,0.5,0.828,0.1
0.15827,0.080533,0,-0.073963,1,0.829,0.5,0.829,0.1
0.16083,0.080076,0,-0.0739,1,0.83,0.5,0.83,0.1
0.16339,0.07962,0,-0.073838,1,0.831,0.5,0.831,0.1
0.16595,0.079163,0,-0.073775,1,0.832,0.5,0.832,0.1
0.16851,0.078707,0,-0.073713,1,0.833,0.5,0.833,0.1
0.17107,0.07825,0,-0.07365,1,0.834,0.5,0.834,0.1
0.17363,0.077794,0,-0.073588,1,0.835,0.5,0.835,0.1
0.17619,0.077337,0,-0.073525,1,0.836,0.5,0.836,0.1
0.17875,0.076881,0,-0.073463,1,0.837,0.5,0.837,0.1
0.18131,0.076424,0,-0.0734,1,0.838,0.5,0.838,0.1
0.18387,0.075968,0,-0.073338,1,0.839,0.5,0.839,0.1
0.18642,0.075511,0,-0.073275,1,0.84,0.5,0.84,0.1
0.18898,0.075054,0,-0.073213,1,0.841,0.5,0.841,0.1
0.19154,0.074598,0,-0.07315,1,0.842,0.5,0.842,0.1
0.1941,0.074141,0,-0.073088,1,0.843,0.5,0.843,0.1
0.19666,0.073685,0,-0.073025,1,0.844,0.5,0.844,0.1
0.19922,0.073228,0,-0.072963,1,0.845,0.5,0.845,0.1
