"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-0.017055,0.16234,0,-0.036272,0.0875,0.6375,0.05
-0.025476,0.18652,0,-0.036859,0.1125,0.6375,0.05
-0.034152,0.20323,0,-0.037382,0.1375,0.6375,0.05
-0.042663,0.2138,0,-0.037921,0.1625,0.6375,0.05
-0.050747,0.21943,0,-0.038553,0.1875,0.6375,0.05
-0.058272,0.22113,0,-0.039335,0.2125,0.6375,0.05
-0.065196,0.21971,0,-0.040307,0.2375,0.6375,0.05
-0.071541,0.21578,0,-0.041493,0.2625,0.6375,0.05
-0.077376,0.20976,0,-0.042899,0.2875,0.6375,0.05
-0.082796,0.20194,0,-0.044519,0.3125,0.6375,0.05
-0.087912,0.19249,0,-0.046331,0.3375,0.6375,0.05
-0.092847,0.18149,0,-0.0483,0.3625,0.6375,0.05
-0.097725,0.16892,0,-0.050378,0.3875,0.6375,0.05
-0.10267,0.15473,0,-0.052502,0.4125,0.6375,0.05
-0.10779,0.13882,0,-0.054596,0.4375,0.6375,0.05
-0.11319,0.12103,0,-0.05657,0.4625,0.6375,0.05
-0.11896,0.10121,0,-0.058321,0.4875,0.6375,0.05
-0.12515,0.079194,0,-0.059731,0.5125,0.6375,0.05
-0.13177,0.054812,0,-0.060672,0.5375,0.6375,0.05
-0.13881,0.027925,0,-0.061016,0.5625,0.6375,0.05
-0.14619,-0.0015559,0,-0.060686,0.5875,0.6375,0.05
-0.15364,-0.033544,0,-0.059521,0.6125,0.6375,0.05
-0.16095,-0.067949,0,-0.057316,0.6375,0.6375,0.05
-0.16784,-0.10467,0,-0.053935,0.6625,0.6375,0.05
-0.17387,-0.14337,0,-0.049339,0.6875,0.6375,0.05
-0.17848,-0.18348,0,-0.04355,0.7125,0.6375,0.05
-0.18098,-0.22404,0,-0.036674,0.7375,0.6375,0.05
-0.18054,-0.26368,0,-0.028924,0.7625,0.6375,0.05
-0.17623,-0.30038,0,-0.020646,0.7875,0.6375,0.05
-0.16714,-0.33141,0,-0.01232,0.8125,0.6375,0.05
-0.15246,-0.3532,0,-0.0045554,0.8375,0.6375,0.05
-0.13182,-0.36134,0,0.0019574,0.8625,0.6375,0.05
-0.1056,-0.35088,0,0.0065231,0.8875,0.6375,0.05
-0.075382,-0.31701,0,0.0086112,0.9125,0.6375,0.05
-0.044181,-0.25649,0,0.0081316,0.9375,0.6375,0.05
-0.016831,-0.16944,0,0.0049636,0.9625,0.6375,0.05
-0.0024083,-0.060701,0,-0.0028192,0.9875,0.6375,0.05
-0.00049474,0.034203,0,-0.037311,0.0125,0.6625,0.05
-0.0036858,0.091072,0,-0.039113,0.0375,0.6625,0.05
-0.010054,0.13618,0,-0.040065,0.0625,0.6625,0.05
-0.017855,0.17034,0,-0.040699,0.0875,0.6625,0.05
-0.026201,0.19494,0,-0.04115,0.1125,0.6625,0.05
-0.03447,0.21155,0,-0.041493,0.1375,0.6625,0.05
-0.042237,0.22167,0,-0.041834,0.1625,0.6625,0.05
-0.049267,0.22668,0,-0.042271,0.1875,0.6625,0.05
-0.05547,0.2277,0,-0.042879,0.2125,0.6625,0.05
-0.060855,0.2256,0,-0.04371,0.2375,0.6625,0.05
-0.065494,0.22105,0,-0.044799,0.2625,0.6625,0.05
-0.069498,0.21452,0,-0.046155,0.2875,0.6625,0.05
-0.073003,0.20631,0,-0.047776,0.3125,0.6625,0.05
-0.076157,0.19661,0,-0.049638,0.3375,0.6625,0.05
-0.079116,0.18549,0,-0.051707,0.3625,0.6625,0.05
-0.082034,0.17294,0,-0.053929,0.3875,0.6625,0.05
-0.085065,0.15891,0,-0.05624,0.4125,0.6625,0.05
-0.088357,0.14327,0,-0.058557,0.4375,0.6625,0.05
-0.092048,0.12588,0,-0.060784,0.4625,0.6625,0.05
-0.096264,0.10655,0,-0.062809,0.4875,0.6625,0.05
-0.10111,0.08509,0,-0.064505,0.5125,0.6625,0.05
-0.10665,0.061285,0,-0.065732,0.5375,0.6625,0.05
-0.11292,0.034942,0,-0.066341,0.5625,0.6625,0.05
-0.11991,0.0059045,0,-0.066203,0.5875,0.6625,0.05
-0.12753,-0.025871,0,-0.0652,0.6125,0.6625,0.05
-0.13546,-0.060304,0,-0.063129,0.6375,0.6625,0.05
-0.14352,-0.097398,0,-0.059754,0.6625,0.6625,0.05
-0.15133,-0.13696,0,-0.055002,0.6875,0.6625,0.05
-0.15833,-0.17856,0,-0.048866,0.7125,0.6625,0.05
-0.16384,-0.2214,0,-0.041417,0.7375,0.6625,0.05
-0.16697,-0.26425,0,-0.032839,0.7625,0.6625,0.05
-0.16664,-0.30519,0,-0.023465,0.7875,0.6625,0.05
-0.16168,-0.34146,0,-0.013794,0.8125,0.6625,0.05
-0.15098,-0.36927,0,-0.0044889,0.8375,0.6625,0.05
-0.13369,-0.38366,0,0.003647,0.8625,0.6625,0.05
-0.10972,-0.37865,0,0.0097534,0.8875,0.6625,0.05
-0.080278,-0.34793,0,0.013102,0.9125,0.6625,0.05
-0.04823,-0.28636,0,0.013442,0.9375,0.6625,0.05
-0.018853,-0.19232,0,0.010514,0.9625,0.6625,0.05
-0.0028071,-0.070103,0,0.0020364,0.9875,0.6625,0.05
-0.00057319,0.036226,0,-0.041925,0.0125,0.6875,0.05
-0.0041652,0.096291,0,-0.04394,0.0375,0.6875,0.05
-0.011135,0.1434,0,-0.044898,0.0625,0.6875,0.05
-0.019337,0.17848,0,-0.045413,0.0875,0.6875,0.05
-0.027707,0.20315,0,-0.045654,0.1125,0.6875,0.05
-0.03556,0.21926,0,-0.045727,0.1375,0.6875,0.05
-0.042476,0.22859,0,-0.045773,0.1625,0.6875,0.05
-0.048271,0.23265,0,-0.04592,0.1875,0.6875,0.05
-0.05292,0.23271,0,-0.046266,0.2125,0.6875,0.05
-0.0565,0.22973,0,-0.046881,0.2375,0.6875,0.05
-0.059146,0.22442,0,-0.047804,0.2625,0.6875,0.05
-0.061023,0.21726,0,-0.049054,0.2875,0.6875,0.05
-0.062313,0.2086,0,-0.050626,0.3125,0.6875,0.05
-0.063204,0.1986,0,-0.052497,0.3375,0.6875,0.05
-0.063885,0.18736,0,-0.054629,0.3625,0.6875,0.05
-0.06454,0.17487,0,-0.056963,0.3875,0.6875,0.05
-0.065354,0.16105,0,-0.059431,0.4125,0.6875,0.05
-0.066503,0.1458,0,-0.061945,0.4375,0.6875,0.05
-0.06816,0.12894,0,-0.0644,0.4625,0.6875,0.05
-0.070485,0.11027,0,-0.066676,0.4875,0.6875,0.05
-0.073627,0.089584,0,-0.068636,0.5125,0.6875,0.05
-0.077712,0.06664,0,-0.070127,0.5375,0.6875,0.05
-0.08283,0.041197,0,-0.070978,0.5625,0.6875,0.05
-0.089026,0.013033,0,-0.071027,0.5875,0.6875,0.05
-0.096375,-0.018004,0,-0.070193,0.6125,0.6875,0.05
-0.10452,-0.051914,0,-0.068245,0.6375,0.6875,0.05
-0.11342,-0.088775,0,-0.064879,0.6625,0.6875,0.05
-0.12273,-0.12854,0,-0.059985,0.6875,0.6875,0.05
-0.13198,-0.17093,0,-0.053516,0.7125,0.6875,0.05
-0.1405,-0.21538,0,-0.045508,0.7375,0.6875,0.05
-0.14739,-0.26085,0,-0.036102,0.7625,0.6875,0.05
-0.15147,-0.30564,0,-0.025602,0.7875,0.6875,0.05
-0.15134,-0.34705,0,-0.014507,0.8125,0.6875,0.05
-0.14553,-0.3812,0,-0.0035211,0.8375,0.6875,0.05
-0.13269,-0.40264,0,0.006449,0.8625,0.6875,0.05
-0.11214,-0.40441,0,0.014368,0.8875,0.6875,0.05
-0.08449,-0.37852,0,0.019275,0.9125,0.6875,0.05
-0.052276,-0.31746,0,0.020707,0.9375,0.6875,0.05
-0.021067,-0.21716,0,0.018208,0.9625,0.6875,0.05
-0.0032819,-0.080679,0,0.0090434,0.9875,0.6875,0.05
-0.00071199,0.038576,0,-0.046841,0.0125,0.7125,0.05
-0.0049589,0.10219,0,-0.04919,0.0375,0.7125,0.05
-0.012888,0.15125,0,-0.050144,0.0625,0.7125,0.05
-0.021747,0.18691,0,-0.05047,0.0875,0.7125,0.05
-0.030244,0.21118,0,-0.050394,0.1125,0.7125,0.05
-0.037639,0.22631,0,-0.050073,0.1375,0.7125,0.05
-0.043547,0.23437,0,-0.049697,0.1625,0.7125,0.05
-0.047867,0.23711,0,-0.049437,0.1875,0.7125,0.05
-0.050671,0.23592,0,-0.049418,0.2125,0.7125,0.05
-0.052128,0.23182,0,-0.049726,0.2375,0.7125,0.05
-0.052452,0.22557,0,-0.050411,0.2625,0.7125,0.05
-0.051874,0.21768,0,-0.051492,0.2875,0.7125,0.05
-0.050626,0.20849,0,-0.052964,0.3125,0.7125,0.05
-0.04894,0.19818,0,-0.0548,0.3375,0.7125,0.05
-0.047038,0.18682,0,-0.056956,0.3625,0.7125,0.05
-0.045136,0.17441,0,-0.059367,0.3875,0.7125,0.05
-0.04344,0.16087,0,-0.061957,0.4125,0.7125,0.05
-0.042156,0.14608,0,-0.064635,0.4375,0.7125,0.05
-0.041483,0.12987,0,-0.067286,0.4625,0.7125,0.05
-0.041611,0.11203,0,-0.06978,0.4875,0.7125,0.05
-0.042723,0.092319,0,-0.071971,0.5125,0.7125,0.05
-0.044993,0.070496,0,-0.073694,0.5375,0.7125,0.05
-0.048567,0.046286,0,-0.07476,0.5625,0.7125,0.05
-0.053558,0.019408,0,-0.074982,0.5875,0.7125,0.05
-0.060163,-0.01039,0,-0.074289,0.6125,0.7125,0.05
-0.068078,-0.043205,0,-0.072429,0.6375,0.7125,0.05
-0.077372,-0.079168,0,-0.069055,0.6625,0.7125,0.05
-0.087809,-0.11838,0,-0.064004,0.6875,0.7125,0.05
-0.099005,-0.16075,0,-0.057189,0.7125,0.7125,0.05
-0.11039,-0.20595,0,-0.048616,0.7375,0.7125,0.05
-0.1211,-0.25323,0,-0.038367,0.7625,0.7125,0.05
-0.1299,-0.30119,0,-0.0267,0.7875,0.7125,0.05
-0.13523,-0.34737,0,-0.014099,0.8125,0.7125,0.05
-0.13525,-0.38791,0,-0.0012822,0.8375,0.7125,0.05
-0.12807,-0.41707,0,0.010753,0.8625,0.7125,0.05
-0.11228,-0.42698,0,0.020792,0.8875,0.7125,0.05
-0.087698,-0.40782,0,0.027611,0.9125,0.7125,0.05
-0.056236,-0.34928,0,0.030474,0.9375,0.7125,0.05
-0.023522,-0.24393,0,0.028654,0.9625,0.7125,0.05
-0.0038649,-0.09257,0,0.01883,0.9875,0.7125,0.05
-0.00094869,0.041462,0,-0.052174,0.0125,0.7375,0.05
-0.0062152,0.10915,0,-0.055016,0.0375,0.7375,0.05
-0.015571,0.16008,0,-0.055935,0.0625,0.7375,0.05
-0.025376,0.19582,0,-0.055955,0.0875,0.7375,0.05
-0.034068,0.21906,0,-0.055407,0.1125,0.7375,0.05
-0.040884,0.23256,0,-0.054521,0.1375,0.7375,0.05
-0.045529,0.2388,0,-0.053562,0.1625,0.7375,0.05
-0.048035,0.23976,0,-0.052751,0.1875,0.7375,0.05
-0.048613,0.23696,0,-0.052246,0.2125,0.7375,0.05
-0.047552,0.2315,0,-0.05215,0.2375,0.7375,0.05
-0.045163,0.22415,0,-0.052519,0.2625,0.7375,0.05
-0.041753,0.21543,0,-0.053369,0.2875,0.7375,0.05
-0.037612,0.20566,0,-0.05469,0.3125,0.7375,0.05
-0.033014,0.19501,0,-0.056447,0.3375,0.7375,0.05
-0.02822,0.18356,0,-0.058591,0.3625,0.7375,0.05
-0.02347,0.17128,0,-0.061042,0.3875,0.7375,0.05
-0.018997,0.15809,0,-0.063719,0.4125,0.7375,0.05
-0.015025,0.14386,0,-0.066525,0.4375,0.7375,0.05
-0.011771,0.12841,0,-0.069336,0.4625,0.7375,0.05
-0.0094447,0.11153,0,-0.07201,0.4875,0.7375,0.05
-0.0082541,0.092987,0,-0.074389,0.5125,0.7375,0.05
-0.0084052,0.072509,0,-0.0763,0.5375,0.7375,0.05
-0.010092,0.049816,0,-0.077542,0.5625,0.7375,0.05
-0.013486,0.02459,0,-0.077906,0.5875,0.7375,0.05
-0.018877,-0.0035103,0,-0.077295,0.6125,0.7375,0.05
-0.02609,-0.034667,0,-0.075459,0.6375,0.7375,0.05
-0.035271,-0.069049,0,-0.072038,0.6625,0.7375,0.05
-0.04634,-0.1069,0,-0.066791,0.6875,0.7375,0.05
-0.059048,-0.14834,0,-0.059598,0.7125,0.7375,0.05
-0.072971,-0.19325,0,-0.050442,0.7375,0.7375,0.05
-0.087375,-0.24128,0,-0.039313,0.7625,0.7375,0.05
-0.10106,-0.29144,0,-0.0264,0.7875,0.7375,0.05
-0.11235,-0.34163,0,-0.012185,0.8125,0.7375,0.05
-0.11912,-0.38831,0,0.0026425,0.8375,0.7375,0.05
-0.11889,-0.42561,0,0.017011,0.8625,0.7375,0.05
-0.10941,-0.44491,0,0.029538,0.8875,0.7375,0.05
-0.089475,-0.43459,0,0.038705,0.9125,0.7375,0.05
-0.060001,-0.38108,0,0.043433,0.9375,0.7375,0.05
-0.026303,-0.27252,0,0.042624,0.9625,0.7375,0.05
-0.0046144,-0.10597,0,0.032207,0.9875,0.7375,0.05
-0.0013496,0.0452,0,-0.058137,0.0125,0.7625,0.05
-0.0081563,0.11769,0,-0.061676,0.0375,0.7625,0.05
-0.019518,0.17028,0,-0.062478,0.0625,0.7625,0.05
-0.030542,0.20539,0,-0.061998,0.0875,0.7625,0.05
-0.039386,0.2267,0,-0.060744,0.1125,0.7625,0.05
-0.045347,0.23776,0,-0.059062,0.1375,0.7625,0.05
-0.048307,0.2415,0,-0.057313,0.1625,0.7625,0.05
-0.048505,0.24018,0,-0.05578,0.1875,0.7625,0.05
-0.04634,0.23542,0,-0.054655,0.2125,0.7625,0.05
-0.042255,0.22836,0,-0.054053,0.2375,0.7625,0.05
-0.036675,0.21976,0,-0.054028,0.2625,0.7625,0.05
-0.029989,0.21013,0,-0.054587,0.2875,0.7625,0.05
-0.022553,0.19975,0,-0.055715,0.3125,0.7625,0.05
-0.014679,0.18879,0,-0.057355,0.3375,0.7625,0.05
-0.0066749,0.17729,0,-0.059463,0.3625,0.7625,0.05
0.0012078,0.16519,0,-0.061948,0.3875,0.7625,0.05
0.0086931,0.15242,0,-0.064697,0.4125,0.7625,0.05
0.015551,0.13886,0,-0.067605,0.4375,0.7625,0.05
0.021567,0.12429,0,-0.07054,0.4625,0.7625,0.05
0.026525,0.10852,0,-0.073351,0.4875,0.7625,0.05
0.030203,0.091291,0,-0.075867,0.5125,0.7625,0.05
0.032379,0.072355,0,-0.077903,0.5375,0.7625,0.05
0.032828,0.051424,0,-0.079251,0.5625,0.7625,0.05
0.031335,0.028175,0,-0.079688,0.5875,0.7625,0.05
0.027641,0.0022394,0,-0.079022,0.6125,0.7625,0.05
0.021512,-0.026683,0,-0.077062,0.6375,0.7625,0.05
0.012986,-0.058792,0,-0.073491,0.6625,0.7625,0.05
0.0018743,-0.094512,0,-0.068,0.6875,0.7625,0.05
-0.011805,-0.13414,0,-0.060447,0.7125,0.7625,0.05
-0.027763,-0.17763,0,-0.05069,0.7375,0.7625,0.05
-0.045494,-0.22513,0,-0.03862,0.7625,0.7625,0.05
-0.063976,-0.27618,0,-0.024374,0.7875,0.7625,0.05
-0.081547,-0.32922,0,-0.0084195,0.8125,0.7625,0.05
-0.095884,-0.3813,0,0.0086637,0.8375,0.7625,0.05
-0.10395,-0.42674,0,0.025708,0.8625,0.7625,0.05
-0.10256,-0.45649,0,0.041191,0.8875,0.7625,0.05
-0.08922,-0.45725,0,0.053273,0.9125,0.7625,0.05
-0.063399,-0.41184,0,0.060451,0.9375,0.7625,0.05
-0.029546,-0.30274,0,0.061121,0.9625,0.7625,0.05
-0.0056356,-0.12116,0,0.05026,0.9875,0.7625,0.05
-0.002036,0.050278,0,-0.065121,0.0125,0.7875,0.05
-0.01112,0.12851,0,-0.069585,0.0375,0.7875,0.05
-0.025142,0.18229,0,-0.070085,0.0625,0.7875,0.05
-0.037532,0.21566,0,-0.068781,0.0875,0.7875,0.05
-0.046242,0.23386,0,-0.066475,0.1125,0.7875,0.05
-0.050792,0.24145,0,-0.06368,0.1375,0.7875,0.05
-0.051378,0.24193,0,-0.060881,0.1625,0.7875,0.05
-0.048541,0.23777,0,-0.058425,0.1875,0.7875,0.05
-0.042925,0.23069,0,-0.056534,0.2125,0.7875,0.05
-0.035158,0.22182,0,-0.055325,0.2375,0.7875,0.05
-0.025791,0.21188,0,-0.05484,0.2625,0.7875,0.05
-0.015296,0.20131,0,-0.055064,0.2875,0.7875,0.05
-0.004104,0.19036,0,-0.055981,0.3125,0.7875,0.05
0.0074443,0.17911,0,-0.057509,0.3375,0.7875,0.05
0.018938,0.16767,0,-0.059563,0.3625,0.7875,0.05
0.030142,0.15592,0,-0.062068,0.3875,0.7875,0.05
0.040804,0.14374,0,-0.064888,0.4125,0.7875,0.05
0.0507,0.13097,0,-0.067888,0.4375,0.7875,0.05
0.059616,0.11742,0,-0.070926,0.4625,0.7875,0.05
0.067329,0.10288,0,-0.073838,0.4875,0.7875,0.05
0.073614,0.08712,0,-0.076443,0.5125,0.7875,0.05
0.078236,0.06988,0,-0.078538,0.5375,0.7875,0.05
0.080948,0.050885,0,-0.079905,0.5625,0.7875,0.05
0.0815,0.029819,0,-0.0803,0.5875,0.7875,0.05
0.079624,0.0063235,0,-0.079479,0.6125,0.7875,0.05
0.074944,-0.01996,0,-0.077274,0.6375,0.7875,0.05
0.067445,-0.049294,0,-0.07339,0.6625,0.7875,0.05
0.056814,-0.082038,0,-0.067501,0.6875,0.7875,0.05
0.042882,-0.11859,0,-0.059398,0.7125,0.7875,0.05
0.025646,-0.15935,0,-0.048838,0.7375,0.7875,0.05
0.0052852,-0.20487,0,-0.035745,0.7625,0.7875,0.05
-0.01763,-0.25539,0,-0.020242,0.7875,0.7875,0.05
-0.041479,-0.30967,0,-0.002457,0.8125,0.7875,0.05
-0.064008,-0.36585,0,0.017147,0.8375,0.7875,0.05
-0.081679,-0.41885,0,0.037294,0.8625,0.7875,0.05
-0.090379,-0.4597,0,0.056364,0.8875,0.7875,0.05
-0.08602,-0.47374,0,0.072155,0.9125,0.7875,0.05
-0.06611,-0.44009,0,0.082627,0.9375,0.7875,0.05
-0.03345,-0.33421,0,0.085461,0.9625,0.7875,0.05
-0.0071141,-0.13859,0,0.074497,0.9875,0.7875,0.05
-0.0032345,0.057461,0,-0.073849,0.0125,0.8125,0.05
-0.015616,0.14246,0,-0.079412,0.0375,0.8125,0.05
-0.032894,0.19644,0,-0.07922,0.0625,0.8125,0.05
-0.04645,0.22643,0,-0.076547,0.0875,0.8125,0.05
-0.054272,0.23994,0,-0.072669,0.1125,0.8125,0.05
-0.056386,0.24284,0,-0.068333,0.1375,0.8125,0.05
-0.053502,0.2392,0,-0.06416,0.1625,0.8125,0.05
-0.046573,0.23169,0,-0.060558,0.1875,0.8125,0.05
-0.036543,0.222,0,-0.057754,0.2125,0.8125,0.05
-0.024244,0.21121,0,-0.055855,0.2375,0.8125,0.05
-0.010358,0.19989,0,-0.054868,0.2625,0.8125,0.05
0.0045771,0.1884,0,-0.054752,0.2875,0.8125,0.05
0.019949,0.17702,0,-0.055436,0.3125,0.8125,0.05
0.03539,0.16576,0,-0.056856,0.3375,0.8125,0.05
0.050586,0.15457,0,-0.058882,0.3625,0.8125,0.05
0.065288,0.14332,0,-0.061403,0.3875,0.8125,0.05
0.079262,0.13187,0,-0.064278,0.4125,0.8125,0.05
0.092294,0.12005,0,-0.067357,0.4375,0.8125,0.05
0.10418,0.10767,0,-0.070481,0.4625,0.8125,0.05
0.1147,0.094522,0,-0.073471,0.4875,0.8125,0.05
0.12363,0.080384,0,-0.076131,0.5125,0.8125,0.05
0.13073,0.065015,0,-0.078245,0.5375,0.8125,0.05
0.13574,0.048153,0,-0.079577,0.5625,0.8125,0.05
0.13839,0.029503,0,-0.079866,0.5875,0.8125,0.05
0.13839,0.008729,0,-0.078838,0.6125,0.8125,0.05
0.13532,-0.01455,0,-0.076294,0.6375,0.8125,0.05
0.12901,-0.040648,0,-0.071937,0.6625,0.8125,0.05
0.11908,-0.069917,0,-0.065411,0.6875,0.8125,0.05
0.10522,-0.1028,0,-0.056465,0.7125,0.8125,0.05
0.087238,-0.13984,0,-0.044885,0.7375,0.8125,0.05
0.065056,-0.18174,0,-0.03058,0.7625,0.8125,0.05
0.038833,-0.22916,0,-0.013519,0.7875,0.8125,0.05
0.0093621,-0.28247,0,0.0063482,0.8125,0.8125,0.05
-0.021564,-0.34103,0,0.028496,0.8375,0.8125,0.05
-0.049954,-0.40027,0,0.052157,0.8625,0.8125,0.05
-0.070868,-0.45217,0,0.075621,0.8875,0.8125,0.05
-0.078418,-0.48144,0,0.096268,0.9125,0.8125,0.05
-0.067492,-0.46368,0,0.11132,0.9375,0.8125,0.05
-0.038239,-0.36623,0,0.1174,0.9625,0.8125,0.05
-0.0093575,-0.15895,0,0.10712,0.9875,0.8125,0.05
-0.0053657,0.067984,0,-0.085683,0.0125,0.8375,0.05
-0.022386,0.16051,0,-0.092224,0.0375,0.8375,0.05
-0.043103,0.21275,0,-0.090544,0.0625,0.8375,0.05
-0.056852,0.23689,0,-0.085588,0.0875,0.8375,0.05
-0.062199,0.24373,0,-0.079365,0.1125,0.8375,0.05
-0.06012,0.24059,0,-0.072911,0.1375,0.8375,0.05
-0.052087,0.23203,0,-0.066983,0.1625,0.8375,0.05
-0.039574,0.22076,0,-0.061997,0.1875,0.8375,0.05
-0.023861,0.20832,0,-0.058157,0.2125,0.8375,0.05
-0.0059866,0.1956,0,-0.055522,0.2375,0.8375,0.05
0.013257,0.18304,0,-0.054013,0.2625,0.8375,0.05
0.033004,0.17101,0,-0.053546,0.2875,0.8375,0.05
0.052839,0.15952,0,-0.05404,0.3125,0.8375,0.05
0.072413,0.14848,0,-0.055367,0.3375,0.8375,0.05
0.091447,0.13778,0,-0.057379,0.3625,0.8375,0.05
0.10972,0.12725,0,-0.059931,0.3875,0.8375,0.05
0.12701,0.11674,0,-0.062869,0.4125,0.8375,0.05
0.14315,0.10606,0,-0.066027,0.4375,0.8375,0.05
0.15794,0.095023,0,-0.069228,0.4625,0.8375,0.05
0.17118,0.083438,0,-0.072279,0.4875,0.8375,0.05
0.18265,0.071093,0,-0.074969,0.5125,0.8375,0.05
0.19212,0.057769,0,-0.077068,0.5375,0.8375,0.05
0.19934,0.043226,0,-0.078322,0.5625,0.8375,0.05
0.20401,0.027199,0,-0.078453,0.5875,0.8375,0.05
0.20582,0.0093861,0,-0.077162,0.6125,0.8375,0.05
0.20434,-0.010575,0,-0.0742,0.6375,0.8375,0.05
0.19926,-0.033008,0,-0.069261,0.6625,0.8375,0.05
0.19014,-0.058245,0,-0.061992,0.6875,0.8375,0.05
0.17656,-0.086759,0,-0.052094,0.7125,0.8375,0.05
0.15811,-0.11919,0,-0.039307,0.7375,0.8375,0.05
0.1345,-0.15638,0,-0.02344,0.7625,0.8375,0.05
0.10555,-0.19935,0,-0.0043705,0.7875,0.8375,0.05
0.071557,-0.24906,0,0.017905,0.8125,0.8375,0.05
0.033565,-0.30606,0,0.043121,0.8375,0.8375,0.05
-0.0059488,-0.3692,0,0.070769,0.8625,0.8375,0.05
-0.041067,-0.43116,0,0.09942,0.8875,0.8375,0.05
-0.063971,-0.47693,0,0.12649,0.9125,0.8375,0.05
-0.066211,-0.4795,0,0.14814,0.9375,0.8375,0.05
-0.044001,-0.39744,0,0.15934,0.9625,0.8375,0.05
-0.012813,-0.18326,0,0.15154,0.9875,0.8375,0.05
-0.0091675,0.083827,0,-0.10327,0.0125,0.8625,0.05
-0.032371,0.18349,0,-0.10969,0.0375,0.8625,0.05
-0.055476,0.23032,0,-0.10492,0.0625,0.8625,0.05
-0.066904,0.2452,0,-0.096161,0.0875,0.8625,0.05
-0.066811,0.24304,0,-0.086461,0.1125,0.8625,0.05
-0.057709,0.23256,0,-0.077149,0.1375,0.8625,0.05
-0.042102,0.21854,0,-0.069062,0.1625,0.8625,0.05
-0.022022,0.20338,0,-0.062489,0.1875,0.8625,0.05
0.00092162,0.18832,0,-0.057544,0.2125,0.8625,0.05
0.025381,0.17407,0,-0.054128,0.2375,0.8625,0.05
0.050338,0.16091,0,-0.052122,0.2625,0.8625,0.05
0.075238,0.1488,0,-0.051378,0.2875,0.8625,0.05
0.099698,0.1376,0,-0.051736,0.3125,0.8625,0.05
0.12343,0.12715,0,-0.053021,0.3375,0.8625,0.05
0.14622,0.11727,0,-0.055057,0.3625,0.8625,0.05
0.16789,0.10775,0,-0.057674,0.3875,0.8625,0.05
0.18829,0.098433,0,-0.060697,0.4125,0.8625,0.05
0.20726,0.089124,0,-0.063943,0.4375,0.8625,0.05
0.22465,0.079645,0,-0.067221,0.4625,0.8625,0.05
0.24028,0.069812,0,-0.070324,0.4875,0.8625,0.05
0.25396,0.059439,0,-0.073028,0.5125,0.8625,0.05
0.26547,0.04833,0,-0.075087,0.5375,0.8625,0.05
0.27457,0.036278,0,-0.076232,0.5625,0.8625,0.05
0.28095,0.023057,0,-0.076168,0.5875,0.8625,0.05
0.28431,0.0084061,0,-0.074572,0.6125,0.8625,0.05
0.28423,-0.0079837,0,-0.071136,0.6375,0.8625,0.05
0.28026,-0.026402,0,-0.065555,0.6625,0.8625,0.05
0.27193,-0.047156,0,-0.057494,0.6875,0.8625,0.05
0.2587,-0.070706,0,-0.046598,0.7125,0.8625,0.05
0.24005,-0.097715,0,-0.03253,0.7375,0.8625,0.05
0.21541,-0.12912,0,-0.014988,0.7625,0.8625,0.05
0.18432,-0.16614,0,0.0062849,0.7875,0.8625,0.05
0.14652,-0.21028,0,0.031448,0.8125,0.8625,0.05
0.10235,-0.26306,0,0.060467,0.8375,0.8625,0.05
0.053319,-0.32508,0,0.09296,0.8625,0.8625,0.05
0.0033752,-0.39359,0,0.12799,0.8875,0.8625,0.05
-0.038552,-0.45586,0,0.16338,0.9125,0.8625,0.05
-0.059497,-0.48292,0,0.19484,0.9375,0.8625,0.05
-0.050202,-0.42514,0,0.21457,0.9625,0.8625,0.05
-0.01793,-0.2128,0,0.21316,0.9875,0.8625,0.05
-0.015709,0.10803,0,-0.13189,0.0125,0.8875,0.05
-0.046214,0.21116,0,-0.13444,0.0375,0.8875,0.05
-0.067704,0.24636,0,-0.12327,0.0625,0.8875,0.05
-0.071478,0.24765,0,-0.10821,0.0875,0.8875,0.05
-0.060893,0.23425,0,-0.093473,0.1125,0.8875,0.05
-0.040571,0.21565,0,-0.080462,0.1375,0.8875,0.05
-0.014241,0.19618,0,-0.06987,0.1625,0.8875,0.05
0.015778,0.17756,0,-0.061625,0.1875,0.8875,0.05
0.046942,0.16091,0,-0.055504,0.2125,0.8875,0.05
0.078341,0.14617,0,-0.051415,0.2375,0.8875,0.05
0.10923,0.13317,0,-0.049049,0.2625,0.8875,0.05
0.13921,0.12165,0,-0.048144,0.2875,0.8875,0.05
0.168,0.11133,0,-0.048468,0.3125,0.8875,0.05
0.19546,0.10196,0,-0.049798,0.3375,0.8875,0.05
0.22146,0.093319,0,-0.051929,0.3625,0.8875,0.05
0.24591,0.085186,0,-0.054664,0.3875,0.8875,0.05
0.26873,0.077372,0,-0.057809,0.4125,0.8875,0.05
0.28983,0.069702,0,-0.061168,0.4375,0.8875,0.05
0.3091,0.062008,0,-0.064537,0.4625,0.8875,0.05
0.3264,0.054128,0,-0.067697,0.4875,0.8875,0.05
0.34159,0.045901,0,-0.070414,0.5125,0.8875,0.05
0.35445,0.037166,0,-0.072427,0.5375,0.8875,0.05
0.36478,0.027753,0,-0.073456,0.5625,0.8875,0.05
0.37229,0.017478,0,-0.073188,0.5875,0.8875,0.05
0.37666,0.0061376,0,-0.07128,0.6125,0.8875,0.05
