"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
6.6583e-05,-6.6179e-05,0,2.2369e-06,0.0125,0.0125,0.05
0.00016647,-5.6909e-05,0,-0.00013631,0.0375,0.0125,0.05
0.00015049,-6.1787e-06,0,-0.00045277,0.0625,0.0125,0.05
-3.7917e-05,4.9043e-05,0,-0.00086126,0.0875,0.0125,0.05
-0.00039315,9.802e-05,0,-0.0012849,0.1125,0.0125,0.05
-0.00088816,0.00013631,0,-0.0016797,0.1375,0.0125,0.05
-0.0014937,0.00016402,0,-0.0020137,0.1625,0.0125,0.05
-0.0021806,0.00018282,0,-0.0022666,0.1875,0.0125,0.05
-0.0029224,0.00019449,0,-0.0024267,0.2125,0.0125,0.05
-0.0036965,0.00020048,0,-0.0024876,0.2375,0.0125,0.05
-0.004483,0.00020186,0,-0.0024458,0.2625,0.0125,0.05
-0.0052646,0.00019927,0,-0.0022997,0.2875,0.0125,0.05
-0.0060255,0.00019308,0,-0.0020487,0.3125,0.0125,0.05
-0.0067509,0.00018335,0,-0.0016932,0.3375,0.0125,0.05
-0.0074261,0.00017004,0,-0.0012344,0.3625,0.0125,0.05
-0.0080366,0.00015298,0,-0.00067514,0.3875,0.0125,0.05
-0.008568,0.000132,0,-2.0215e-05,0.4125,0.0125,0.05
-0.0090056,0.00010697,0,0.00072311,0.4375,0.0125,0.05
-0.0093355,7.7851e-05,0,0.0015445,0.4625,0.0125,0.05
-0.0095441,4.4731e-05,0,0.0024301,0.4875,0.0125,0.05
-0.0096194,8.0278e-06,0,0.003362,0.5125,0.0125,0.05
-0.0095529,-3.139e-05,0,0.0043165,0.5375,0.0125,0.05
-0.009338,-7.2237e-05,0,0.0052664,0.5625,0.0125,0.05
-0.0089733,-0.00011328,0,0.006184,0.5875,0.0125,0.05
-0.0084626,-0.00015298,0,0.0070402,0.6125,0.0125,0.05
-0.0078153,-0.00018948,0,0.0078054,0.6375,0.0125,0.05
-0.0070473,-0.00022073,0,0.0084517,0.6625,0.0125,0.05
-0.0061812,-0.00024469,0,0.0089546,0.6875,0.0125,0.05
-0.0052459,-0.00025949,0,0.0092952,0.7125,0.0125,0.05
-0.0042759,-0.00026356,0,0.0094619,0.7375,0.0125,0.05
-0.0033095,-0.00025584,0,0.0094525,0.7625,0.0125,0.05
-0.0023875,-0.00023593,0,0.0092752,0.7875,0.0125,0.05
-0.00155,-0.00020411,0,0.0089488,0.8125,0.0125,0.05
-0.00083454,-0.00016141,0,0.0085038,0.8375,0.0125,0.05
-0.00027185,-0.00010989,0,0.0079807,0.8625,0.0125,0.05
0.00011363,-5.348e-05,0,0.0074247,0.8875,0.0125,0.05
0.00031154,4.784e-06,0,0.0069002,0.9125,0.0125,0.05
0.00033009,5.6133e-05,0,0.0064647,0.9375,0.0125,0.05
0.00020814,8.4873e-05,0,0.006189,0.9625,0.0125,0.05
5.9971e-05,6.0167e-05,0,0.0061355,0.9875,0.0125,0.05
5.9852e-05,-0.00016826,0,0.00013975,0.0125,0.0375,0.05
4.6575e-05,-4.3215e-05,0,-1.1113e-06,0.0375,0.0375,0.05
-0.00028222,0.00023562,0,-0.00024586,0.0625,0.0375,0.05
-0.00098685,0.0005414,0,-0.00055082,0.0875,0.0375,0.05
-0.002062,0.00082254,0,-0.00087059,0.1125,0.0375,0.05
-0.0034633,0.0010556,0,-0.0011708,0.1375,0.0375,0.05
-0.0051304,0.0012349,0,-0.0014265,0.1625,0.0375,0.05
-0.0069986,0.001363,0,-0.0016206,0.1875,0.0375,0.05
-0.0090054,0.0014454,0,-0.0017417,0.2125,0.0375,0.05
-0.011093,0.0014877,0,-0.0017823,0.2375,0.0375,0.05
-0.01321,0.0014946,0,-0.0017378,0.2625,0.0375,0.05
-0.015308,0.0014696,0,-0.0016053,0.2875,0.0375,0.05
-0.017344,0.001415,0,-0.0013831,0.3125,0.0375,0.05
-0.019274,0.0013321,0,-0.0010706,0.3375,0.0375,0.05
-0.02106,0.0012213,0,-0.00066876,0.3625,0.0375,0.05
-0.022662,0.0010827,0,-0.00017962,0.3875,0.0375,0.05
-0.024042,0.00091672,0,0.00039267,0.4125,0.0375,0.05
-0.025163,0.00072386,0,0.0010416,0.4375,0.0375,0.05
-0.025991,0.00050542,0,0.0017582,0.4625,0.0375,0.05
-0.026494,0.00026369,0,0.0025302,0.4875,0.0375,0.05
-0.026645,2.5043e-06,0,0.0033418,0.5125,0.0375,0.05
-0.026428,-0.00027231,0,0.004172,0.5375,0.0375,0.05
-0.025827,-0.00055337,0,0.0049959,0.5625,0.0375,0.05
-0.024844,-0.00083204,0,0.0057901,0.5875,0.0375,0.05
-0.023491,-0.0010981,0,0.0065298,0.6125,0.0375,0.05
-0.021793,-0.0013399,0,0.0071904,0.6375,0.0375,0.05
-0.019793,-0.0015453,0,0.0077487,0.6625,0.0375,0.05
-0.017547,-0.0017023,0,0.0081847,0.6875,0.0375,0.05
-0.015127,-0.0018,0,0.0084836,0.7125,0.0375,0.05
-0.012617,-0.0018297,0,0.0086371,0.7375,0.0375,0.05
-0.010109,-0.0017858,0,0.0086449,0.7625,0.0375,0.05
-0.0076999,-0.0016666,0,0.0085152,0.7875,0.0375,0.05
-0.0054868,-0.0014753,0,0.0082653,0.8125,0.0375,0.05
-0.0035574,-0.0012198,0,0.0079211,0.8375,0.0375,0.05
-0.0019851,-0.00091439,0,0.0075161,0.8625,0.0375,0.05
-0.00082129,-0.0005805,0,0.0070899,0.8875,0.0375,0.05
-8.5678e-05,-0.00024517,0,0.006687,0.9125,0.0375,0.05
0.0002418,4.7927e-05,0,0.0063502,0.9375,0.0375,0.05
0.00023906,0.00023458,0,0.0061302,0.9625,0.0375,0.05
8.4805e-05,0.0002072,0,0.0060803,0.9875,0.0375,0.05
1.0054e-05,-0.00015688,0,0.00046234,0.0125,0.0625,0.05
-0.0002397,0.00028573,0,0.00023902,0.0375,0.0625,0.05
-0.0010253,0.0010026,0,-1.0748e-05,0.0625,0.0625,0.05
-0.0023429,0.0017719,0,-0.00028993,0.0875,0.0625,0.05
-0.0041719,0.0024843,0,-0.00057297,0.1125,0.0625,0.05
-0.0064539,0.0030859,0,-0.00083346,0.1375,0.0625,0.05
-0.0091068,0.0035578,0,-0.001053,0.1625,0.0625,0.05
-0.012042,0.0039,0,-0.0012184,0.1875,0.0625,0.05
-0.01517,0.0041208,0,-0.0013206,0.2125,0.0625,0.05
-0.018409,0.0042312,0,-0.0013529,0.2375,0.0625,0.05
-0.02168,0.0042416,0,-0.0013108,0.2625,0.0625,0.05
-0.024911,0.0041602,0,-0.0011911,0.2875,0.0625,0.05
-0.028034,0.003993,0,-0.00099167,0.3125,0.0625,0.05
-0.030985,0.0037439,0,-0.00071128,0.3375,0.0625,0.05
-0.033703,0.0034152,0,-0.00034991,0.3625,0.0625,0.05
-0.036127,0.0030089,0,9.1045e-05,0.3875,0.0625,0.05
-0.038202,0.002527,0,0.0006084,0.4125,0.0625,0.05
-0.039874,0.001973,0,0.0011968,0.4375,0.0625,0.05
-0.041093,0.0013521,0,0.0018482,0.4625,0.0625,0.05
-0.041816,0.00067223,0,0.0025523,0.4875,0.0625,0.05
-0.042006,-5.5251e-05,0,0.0032948,0.5125,0.0625,0.05
-0.041641,-0.00081474,0,0.0040551,0.5375,0.0625,0.05
-0.040703,-0.0015869,0,0.0048102,0.5625,0.0625,0.05
-0.039196,-0.0023481,0,0.0055388,0.5875,0.0625,0.05
-0.03714,-0.0030712,0,0.0062181,0.6125,0.0625,0.05
-0.034575,-0.0037263,0,0.0068253,0.6375,0.0625,0.05
-0.031562,-0.004282,0,0.0073391,0.6625,0.0625,0.05
-0.028184,-0.0047078,0,0.0077413,0.6875,0.0625,0.05
-0.024542,-0.0049764,0,0.0080186,0.7125,0.0625,0.05
-0.020756,-0.0050659,0,0.0081635,0.7375,0.0625,0.05
-0.016957,-0.0049623,0,0.0081762,0.7625,0.0625,0.05
-0.013284,-0.0046622,0,0.0080647,0.7875,0.0625,0.05
-0.0098736,-0.0041743,0,0.0078449,0.8125,0.0625,0.05
-0.0068511,-0.003521,0,0.0075404,0.8375,0.0625,0.05
-0.0043219,-0.0027399,0,0.0071809,0.8625,0.0625,0.05
-0.0023603,-0.0018852,0,0.0068008,0.8875,0.0625,0.05
-0.00099768,-0.0010303,0,0.0064373,0.9125,0.0625,0.05
-0.00021198,-0.00027556,0,0.0061272,0.9375,0.0625,0.05
8.4252e-05,0.00024491,0,0.0059061,0.9625,0.0625,0.05
6.2718e-05,0.00033499,0,0.0058104,0.9875,0.0625,0.05
-4.895e-05,3.5793e-05,0,0.00089006,0.0125,0.0875,0.05
-0.0005804,0.0010196,0,0.00054307,0.0375,0.0875,0.05
-0.0018932,0.0023392,0,0.00025343,0.0625,0.0875,0.05
-0.0038798,0.003705,0,-3.2772e-05,0.0875,0.0875,0.05
-0.0064877,0.0049601,0,-0.00030754,0.1125,0.0875,0.05
-0.0096388,0.0060222,0,-0.00055151,0.1375,0.0875,0.05
-0.013231,0.0068586,0,-0.00075267,0.1625,0.0875,0.05
-0.017155,0.0074657,0,-0.00090282,0.1875,0.0875,0.05
-0.021303,0.0078541,0,-0.00099566,0.2125,0.0875,0.05
-0.025573,0.0080398,0,-0.0010264,0.2375,0.0875,0.05
-0.029865,0.0080391,0,-0.00099113,0.2625,0.0875,0.05
-0.034089,0.0078656,0,-0.00088685,0.2875,0.0875,0.05
-0.038158,0.0075298,0,-0.00071102,0.3125,0.0875,0.05
-0.041989,0.007039,0,-0.0004618,0.3375,0.0875,0.05
-0.045504,0.0063989,0,-0.00013827,0.3625,0.0875,0.05
-0.048628,0.0056144,0,0.00025924,0.3875,0.0875,0.05
-0.05129,0.0046911,0,0.00072874,0.4125,0.0875,0.05
-0.053422,0.0036371,0,0.0012661,0.4375,0.0875,0.05
-0.054966,0.0024639,0,0.0018649,0.4625,0.0875,0.05
-0.055868,0.0011875,0,0.0025161,0.4875,0.0875,0.05
-0.056087,-0.0001703,0,0.003207,0.5125,0.0875,0.05
-0.055594,-0.0015814,0,0.0039174,0.5375,0.0875,0.05
-0.054373,-0.0030105,0,0.0046254,0.5625,0.0875,0.05
-0.052429,-0.0044153,0,0.0053109,0.5875,0.0875,0.05
-0.049788,-0.0057472,0,0.0059521,0.6125,0.0875,0.05
-0.0465,-0.0069531,0,0.006527,0.6375,0.0875,0.05
-0.04264,-0.0079782,0,0.0070148,0.6625,0.0875,0.05
-0.038309,-0.008769,0,0.0073978,0.6875,0.0875,0.05
-0.033629,-0.0092773,0,0.0076627,0.7125,0.0875,0.05
-0.028747,-0.0094646,0,0.0078022,0.7375,0.0875,0.05
-0.023822,-0.0093064,0,0.0078158,0.7625,0.0875,0.05
-0.019024,-0.0087962,0,0.0077109,0.7875,0.0875,0.05
-0.014521,-0.0079493,0,0.0075024,0.8125,0.0875,0.05
-0.010471,-0.0068054,0,0.0072119,0.8375,0.0875,0.05
-0.007005,-0.0054309,0,0.0068666,0.8625,0.0875,0.05
-0.004222,-0.0039203,0,0.006497,0.8875,0.0875,0.05
-0.0021708,-0.0023998,0,0.0061355,0.9125,0.0875,0.05
-0.00083921,-0.0010325,0,0.005815,0.9375,0.0875,0.05
-0.00014878,-2.4307e-05,0,0.0055621,0.9625,0.0875,0.05
2.4987e-05,0.0003495,0,0.0053815,0.9875,0.0875,0.05
-0.00010775,0.00042215,0,0.0013477,0.0125,0.1125,0.05
-0.00093209,0.0021953,0,0.00086324,0.0375,0.1125,0.05
-0.0027969,0.0042861,0,0.00051756,0.0625,0.1125,0.05
-0.0054741,0.0063678,0,0.00020703,0.0875,0.1125,0.05
-0.0088682,0.0082528,0,-7.5913e-05,0.1125,0.1125,0.05
-0.012875,0.0098394,0,-0.00031789,0.1375,0.1125,0.05
-0.017369,0.011085,0,-0.00051296,0.1625,0.1125,0.05
-0.022225,0.011984,0,-0.00065782,0.1875,0.1125,0.05
-0.027316,0.012551,0,-0.00074941,0.2125,0.1125,0.05
-0.032525,0.012805,0,-0.00078489,0.2375,0.1125,0.05
-0.037739,0.01277,0,-0.00076145,0.2625,0.1125,0.05
-0.04285,0.012465,0,-0.00067628,0.2875,0.1125,0.05
-0.047757,0.011904,0,-0.00052655,0.3125,0.1125,0.05
-0.052365,0.011101,0,-0.00030972,0.3375,0.1125,0.05
-0.056582,0.010065,0,-2.3849e-05,0.3625,0.1125,0.05
-0.060319,0.0088041,0,0.00033197,0.3875,0.1125,0.05
-0.063496,0.00733,0,0.00075711,0.4125,0.1125,0.05
-0.066036,0.0056568,0,0.0012489,0.4375,0.1125,0.05
-0.06787,0.003804,0,0.0018025,0.4625,0.1125,0.05
-0.06894,0.0017979,0,0.0024103,0.4875,0.1125,0.05
-0.069198,-0.00032767,0,0.0030609,0.5125,0.1125,0.05
-0.068614,-0.0025295,0,0.0037349,0.5375,0.1125,0.05
-0.067169,-0.0047542,0,0.0044108,0.5625,0.1125,0.05
-0.06487,-0.0069377,0,0.0050691,0.5875,0.1125,0.05
-0.061747,-0.0090073,0,0.0056883,0.6125,0.1125,0.05
-0.057854,-0.010884,0,0.0062464,0.6375,0.1125,0.05
-0.053275,-0.012486,0,0.0067225,0.6625,0.1125,0.05
-0.048122,-0.013733,0,0.0070981,0.6875,0.1125,0.05
-0.042534,-0.014554,0,0.0073592,0.7125,0.1125,0.05
-0.036675,-0.014888,0,0.0074975,0.7375,0.1125,0.05
-0.030727,-0.0147,0,0.0075117,0.7625,0.1125,0.05
-0.024885,-0.013977,0,0.007408,0.7875,0.1125,0.05
-0.019345,-0.012741,0,0.0072,0.8125,0.1125,0.05
-0.014291,-0.011048,0,0.0069078,0.8375,0.1125,0.05
-0.0098867,-0.0089957,0,0.0065566,0.8625,0.1125,0.05
-0.0062555,-0.0067234,0,0.0061745,0.8875,0.1125,0.05
-0.0034708,-0.0044122,0,0.0057909,0.9125,0.1125,0.05
-0.00154,-0.0022895,0,0.0054367,0.9375,0.1125,0.05
-0.00040683,-0.00062906,0,0.0051296,0.9625,0.1125,0.05
-1.4674e-05,0.00022645,0,0.004842,0.9875,0.1125,0.05
-0.00016233,0.000996,0,0.0017846,0.0125,0.1375,0.05
-0.0012739,0.0038166,0,0.0011576,0.0375,0.1375,0.05
-0.0036887,0.0068539,0,0.00074656,0.0625,0.1375,0.05
-0.007054,0.0097691,0,0.00040005,0.0875,0.1375,0.05
-0.011225,0.012362,0,9.6589e-05,0.1125,0.1375,0.05
-0.016066,0.014523,0,-0.00015531,0.1375,0.1375,0.05
-0.021429,0.016207,0,-0.00035521,0.1625,0.1375,0.05
-0.027167,0.017411,0,-0.00050438,0.1875,0.1375,0.05
-0.033141,0.018153,0,-0.00060295,0.2125,0.1375,0.05
-0.039219,0.01846,0,-0.00065002,0.2375,0.1375,0.05
-0.045277,0.018361,0,-0.00064385,0.2625,0.1375,0.05
-0.051196,0.017882,0,-0.00058189,0.2875,0.1375,0.05
-0.056865,0.017043,0,-0.00046102,0.3125,0.1375,0.05
-0.062177,0.015862,0,-0.00027789,0.3375,0.1375,0.05
-0.06703,0.014352,0,-2.9459e-05,0.3625,0.1375,0.05
-0.071327,0.012528,0,0.00028656,0.3875,0.1375,0.05
-0.074979,0.010408,0,0.00067104,0.4125,0.1375,0.05
-0.077901,0.0080115,0,0.0011229,0.4375,0.1375,0.05
-0.080019,0.0053689,0,0.0016388,0.4625,0.1375,0.05
-0.081268,0.0025176,0,0.0022128,0.4875,0.1375,0.05
-0.081595,-0.00049481,0,0.0028349,0.5125,0.1375,0.05
-0.080969,-0.0036089,0,0.0034863,0.5375,0.1375,0.05
-0.079368,-0.0067513,0,0.0041454,0.5625,0.1375,0.05
-0.076796,-0.0098352,0,0.0047927,0.5875,0.1375,0.05
-0.073282,-0.012762,0,0.0054068,0.6125,0.1375,0.05
-0.068884,-0.015423,0,0.0059647,0.6375,0.1375,0.05
-0.063688,-0.017709,0,0.0064444,0.6625,0.1375,0.05
-0.057813,-0.019509,0,0.0068261,0.6875,0.1375,0.05
-0.051407,-0.020723,0,0.0070941,0.7125,0.1375,0.05
-0.044647,-0.021271,0,0.0072383,0.7375,0.1375,0.05
-0.037735,-0.021096,0,0.0072557,0.7625,0.1375,0.05
-0.030888,-0.020178,0,0.0071508,0.7875,0.1375,0.05
-0.024326,-0.018542,0,0.0069359,0.8125,0.1375,0.05
-0.018266,-0.016262,0,0.0066298,0.8375,0.1375,0.05
-0.012901,-0.013465,0,0.0062564,0.8625,0.1375,0.05
-0.0083886,-0.010335,0,0.0058425,0.8875,0.1375,0.05
-0.004832,-0.00711,0,0.0054163,0.9125,0.1375,0.05
-0.0022667,-0.0040818,0,0.0050087,0.9375,0.1375,0.05
-0.00066673,-0.0015901,0,0.0046312,0.9625,0.1375,0.05
-5.1083e-05,-3.5924e-05,0,0.0042233,0.9875,0.1375,0.05
-0.00021215,0.0017483,0,0.0021562,0.0125,0.1625,0.05
-0.0015978,0.0058714,0,0.0013884,0.0375,0.1625,0.05
-0.0045451,0.01003,0,0.00090843,0.0625,0.1625,0.05
-0.0085789,0.013894,0,0.00051928,0.0875,0.1625,0.05
-0.013503,0.017267,0,0.00018717,0.1125,0.1625,0.05
-0.01915,0.020044,0,-8.3422e-05,0.1375,0.1625,0.05
-0.025344,0.022186,0,-0.00029691,0.1625,0.1625,0.05
-0.03192,0.023697,0,-0.00045874,0.1875,0.1625,0.05
-0.038724,0.024603,0,-0.00057187,0.2125,0.1625,0.05
-0.045615,0.024941,0,-0.00063722,0.2375,0.1625,0.05
-0.052458,0.024747,0,-0.00065397,0.2625,0.1625,0.05
-0.059127,0.024053,0,-0.00061975,0.2875,0.1625,0.05
-0.065502,0.022885,0,-0.00053101,0.3125,0.1625,0.05
-0.071468,0.021266,0,-0.00038356,0.3375,0.1625,0.05
-0.076917,0.019216,0,-0.00017309,0.3625,0.1625,0.05
-0.081745,0.016754,0,0.00010416,0.3875,0.1625,0.05
-0.085857,0.013905,0,0.00045071,0.4125,0.1625,0.05
-0.089161,0.010698,0,0.00086719,0.4375,0.1625,0.05
-0.091578,0.0071725,0,0.0013518,0.4625,0.1625,0.05
-0.093037,0.0033777,0,0.0019001,0.4875,0.1625,0.05
-0.093481,-0.00062413,0,0.0025041,0.5125,0.1625,0.05
-0.092874,-0.0047565,0,0.0031452,0.5375,0.1625,0.05
-0.091189,-0.008926,0,0.0038015,0.5625,0.1625,0.05
-0.088426,-0.013022,0,0.0044535,0.5875,0.1625,0.05
-0.084611,-0.016918,0,0.0050787,0.6125,0.1625,0.05
-0.079797,-0.020478,0,0.0056532,0.6375,0.1625,0.05
-0.074071,-0.023557,0,0.0061529,0.6625,0.1625,0.05
-0.067551,-0.026015,0,0.0065557,0.6875,0.1625,0.05
-0.060393,-0.02772,0,0.0068435,0.7125,0.1625,0.05
-0.052782,-0.028561,0,0.0070035,0.7375,0.1625,0.05
-0.044936,-0.028462,0,0.0070301,0.7625,0.1625,0.05
-0.037092,-0.027388,0,0.0069257,0.7875,0.1625,0.05
-0.029499,-0.025363,0,0.0067007,0.8125,0.1625,0.05
-0.022406,-0.022472,0,0.0063729,0.8375,0.1625,0.05
-0.016043,-0.018873,0,0.0059656,0.8625,0.1625,0.05
-0.010605,-0.014793,0,0.005505,0.8875,0.1625,0.05
-0.0062365,-0.010527,0,0.0050198,0.9125,0.1625,0.05
-0.003006,-0.0064329,0,0.0045433,0.9375,0.1625,0.05
-0.00092313,-0.002916,0,0.0040828,0.9625,0.1625,0.05
-8.3802e-05,-0.00043379,0,0.0035475,0.9875,0.1625,0.05
-0.00025769,0.0026681,0,0.0024242,0.0125,0.1875,0.05
-0.0019011,0.0083392,0,0.0015218,0.0375,0.1875,0.05
-0.0053543,0.013791,0,0.00097307,0.0625,0.1875,0.05
-0.010026,0.018716,0,0.00053843,0.0875,0.1875,0.05
-0.015671,0.022936,0,0.00017294,0.1125,0.1875,0.05
-0.022085,0.026364,0,-0.00012236,0.1375,0.1875,0.05
-0.029069,0.028977,0,-0.00035617,0.1625,0.1875,0.05
-0.036438,0.030792,0,-0.00053763,0.1875,0.1875,0.05
-0.044026,0.031849,0,-0.00067216,0.2125,0.1875,0.05
-0.05168,0.032195,0,-0.00076219,0.2375,0.1875,0.05
-0.059261,0.031874,0,-0.0008076,0.2625,0.1875,0.05
-0.066634,0.030926,0,-0.00080602,0.2875,0.1875,0.05
-0.073674,0.029385,0,-0.00075336,0.3125,0.1875,0.05
-0.080264,0.027278,0,-0.00064439,0.3375,0.1875,0.05
-0.086287,0.024631,0,-0.00047345,0.3625,0.1875,0.05
-0.091638,0.02147,0,-0.00023517,0.3875,0.1875,0.05
-0.096212,0.017825,0,7.4738e-05,0.4125,0.1875,0.05
-0.099917,0.013734,0,0.00045869,0.4375,0.1875,0.05
-0.10266,0.0092467,0,0.00091654,0.4625,0.1875,0.05
-0.10438,0.0044247,0,0.0014456,0.4875,0.1875,0.05
-0.105,-0.00065534,0,0.0020398,0.5125,0.1875,0.05
-0.10448,-0.0059002,0,0.0026814,0.5375,0.1875,0.05
-0.1028,-0.011197,0,0.0033478,0.5625,0.1875,0.05
-0.09993,-0.016412,0,0.0040188,0.5875,0.1875,0.05
-0.095902,-0.02139,0,0.0046712,0.6125,0.1875,0.05
-0.090759,-0.025963,0,0.0052791,0.6375,0.1875,0.05
-0.084581,-0.029955,0,0.0058161,0.6625,0.1875,0.05
-0.077486,-0.033188,0,0.006257,0.6875,0.1875,0.05
-0.069628,-0.035494,0,0.00658,0.7125,0.1875,0.05
-0.0612,-0.03673,0,0.006769,0.7375,0.1875,0.05
-0.052432,-0.036789,0,0.0068148,0.7625,0.1875,0.05
-0.043582,-0.035617,0,0.0067168,0.7875,0.1875,0.05
-0.03493,-0.03323,0,0.0064832,0.8125,0.1875,0.05
-0.026761,-0.029719,0,0.0061305,0.8375,0.1875,0.05
-0.019345,-0.025267,0,0.0056817,0.8625,0.1875,0.05
-0.012927,-0.020143,0,0.0051637,0.8875,0.1875,0.05
-0.0076967,-0.014701,0,0.0046069,0.9125,0.1875,0.05
-0.0037645,-0.0093663,0,0.0040489,0.9375,0.1875,0.05
-0.0011794,-0.0046144,0,0.0034949,0.9625,0.1875,0.05
-0.00011382,-0.00096353,0,0.0028253,0.9875,0.1875,0.05
-0.00029943,0.0037435,0,0.0025555,0.0125,0.2125,0.05
-0.0021827,0.011195,0,0.0015268,0.0375,0.2125,0.05
-0.0061095,0.018103,0,0.00091186,0.0625,0.2125,0.05
-0.011381,0.024196,0,0.00043135,0.0875,0.2125,0.05
-0.017703,0.029329,0,3.0067e-05,0.1125,0.2125,0.05
-0.024842,0.033442,0,-0.00029397,0.1375,0.2125,0.05
-0.032569,0.036537,0,-0.00055333,0.1625,0.2125,0.05
-0.040684,0.038653,0,-0.00076032,0.1875,0.2125,0.05
-0.049009,0.039846,0,-0.00092246,0.2125,0.2125,0.05
-0.057383,0.040176,0,-0.0010433,0.2375,0.2125,0.05
-0.065659,0.0397,0,-0.0011232,0.2625,0.2125,0.05
-0.0737,0.038466,0,-0.0011596,0.2875,0.2125,0.05
-0.081378,0.036515,0,-0.0011476,0.3125,0.2125,0.05
-0.088571,0.03388,0,-0.0010809,0.3375,0.2125,0.05
-0.095161,0.030591,0,-0.0009522,0.3625,0.2125,0.05
-0.10104,0.02668,0,-0.00075446,0.3875,0.2125,0.05
-0.10609,0.022185,0,-0.00048147,0.4125,0.2125,0.05
-0.11023,0.017152,0,-0.00012886,0.4375,0.2125,0.05
-0.11335,0.011638,0,0.00030505,0.4625,0.2125,0.05
-0.11538,0.0057181,0,0.00081923,0.4875,0.2125,0.05
-0.11625,-0.00051771,0,0.0014099,0.5125,0.2125,0.05
-0.1159,-0.00696,0,0.002061,0.5375,0.2125,0.05
-0.1143,-0.013478,0,0.0027489,0.5625,0.2125,0.05
-0.11142,-0.019915,0,0.0034528,0.5875,0.2125,0.05
-0.10727,-0.026088,0,0.0041483,0.6125,0.2125,0.05
-0.10189,-0.031798,0,0.0048073,0.6375,0.2125,0.05
-0.09534,-0.03683,0,0.0054003,0.6625,0.2125,0.05
-0.087735,-0.04097,0,0.0058984,0.6875,0.2125,0.05
-0.079226,-0.044007,0,0.0062754,0.7125,0.2125,0.05
-0.07001,-0.045759,0,0.0065103,0.7375,0.2125,0.05
-0.060325,-0.046081,0,0.0065895,0.7625,0.2125,0.05
-0.050453,-0.044891,0,0.0065085,0.7875,0.2125,0.05
-0.040703,-0.042186,0,0.0062723,0.8125,0.2125,0.05
-0.0314,-0.038058,0,0.0058959,0.8375,0.2125,0.05
-0.022866,-0.032708,0,0.0054023,0.8625,0.2125,0.05
-0.015398,-0.026444,0,0.0048195,0.8875,0.2125,0.05
-0.0092427,-0.01968,0,0.0041812,0.9125,0.2125,0.05
-0.0045605,-0.012914,0,0.0035307,0.9375,0.2125,0.05
-0.0014434,-0.0066996,0,0.0028735,0.9625,0.2125,0.05
-0.00014291,-0.0016257,0,0.0020608,0.9875,0.2125,0.05
-0.00033757,0.0049626,0,0.0025204,0.0125,0.2375,0.05
-0.0024417,0.014411,0,0.0013751,0.0375,0.2375,0.05
-0.0068058,0.02293,0,0.00069794,0.0625,0.2375,0.05
-0.012632,0.030293,0,0.00017274,0.0875,0.2375,0.05
-0.019584,0.0364,0,-0.00026522,0.1125,0.2375,0.05
-0.027395,0.04123,0,-0.00062069,0.1375,0.2375,0.05
-0.035816,0.044818,0,-0.00090971,0.1625,0.2375,0.05
-0.044627,0.047231,0,-0.0011473,0.1875,0.2375,0.05
-0.053641,0.048547,0,-0.0013428,0.2125,0.2375,0.05
-0.062689,0.048844,0,-0.0015005,0.2375,0.2375,0.05
-0.071622,0.048191,0,-0.001621,0.2625,0.2375,0.05
-0.0803,0.046645,0,-0.0017011,0.2875,0.2375,0.05
-0.088593,0.044256,0,-0.0017352,0.3125,0.2375,0.05
-0.096376,0.041061,0,-0.0017155,0.3375,0.2375,0.05
-0.10353,0.037098,0,-0.0016331,0.3625,0.2375,0.05
-0.10994,0.032402,0,-0.0014791,0.3875,0.2375,0.05
-0.11551,0.027017,0,-0.001245,0.4125,0.2375,0.05
-0.12011,0.020995,0,-0.00092453,0.4375,0.2375,0.05
-0.12367,0.014403,0,-0.0005138,0.4625,0.2375,0.05
-0.12608,0.0073266,0,-1.1988e-05,0.4875,0.2375,0.05
-0.12727,-0.00013224,0,0.00057901,0.5125,0.2375,0.05
-0.12718,-0.0078488,0,0.001246,0.5375,0.2375,0.05
-0.12575,-0.015677,0,0.0019657,0.5625,0.2375,0.05
-0.12296,-0.023437,0,0.0027155,0.5875,0.2375,0.05
-0.11879,-0.030921,0,0.0034698,0.6125,0.2375,0.05
-0.11326,-0.037895,0,0.0041983,0.6375,0.2375,0.05
-0.10642,-0.044108,0,0.0048679,0.6625,0.2375,0.05
-0.098383,-0.049302,0,0.0054451,0.6875,0.2375,0.05
-0.089277,-0.05322,0,0.0058982,0.7125,0.2375,0.05
-0.079304,-0.055632,0,0.0062005,0.7375,0.2375,0.05
-0.068711,-0.056347,0,0.0063323,0.7625,0.2375,0.05
-0.057798,-0.055242,0,0.0062839,0.7875,0.2375,0.05
-0.046906,-0.052285,0,0.0060563,0.8125,0.2375,0.05
-0.036405,-0.047558,0,0.0056622,0.8375,0.2375,0.05
-0.026673,-0.04127,0,0.0051243,0.8625,0.2375,0.05
-0.018072,-0.033769,0,0.0044726,0.8875,0.2375,0.05
-0.010914,-0.025527,0,0.0037449,0.9125,0.2375,0.05
-0.0054177,-0.017122,0,0.0029922,0.9375,0.2375,0.05
-0.0017255,-0.0091964,0,0.0022212,0.9625,0.2375,0.05
-0.00017304,-0.0024261,0,0.0012536,0.9875,0.2375,0.05
-0.0003721,0.006313,0,0.002292,0.0125,0.2625,0.05
